rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,rollout/exploration_rate,time/episodes,time/total_timesteps,time/fps,train/n_updates,train/learning_rate,train/loss
84.51,60.86,370,0.05,16176,847244,2289,52890,0.0001,0.4005562365055084
89.1,62.48,370,0.05,16180,847548,2289,52909,0.0001,4.93110990524292
86.6,61.96,370,0.05,16184,847748,2289,52922,0.0001,2.5033388137817383
87.74,62.11,370,0.05,16188,848068,2289,52942,0.0001,0.0011695771245285869
92.94,63.35,370,0.05,16192,848336,2288,52958,0.0001,2.516296148300171
93.96,63.38,370,0.05,16196,848548,2288,52972,0.0001,0.0128849558532238
92.78,63.19,370,0.05,16200,848752,2288,52984,0.0001,0.048587460070848465
94.07,63.49,370,0.05,16204,848952,2288,52997,0.0001,0.0043372660875320435
91.45,62.85,370,0.05,16208,849192,2288,53012,0.0001,0.007322646677494049
90.33,62.72,371,0.05,16212,849416,2288,53026,0.0001,0.012217042967677116
87.65,62.02,371,0.05,16216,849664,2288,53041,0.0001,2.442484140396118
85.2,61.55,371,0.05,16220,849864,2288,53054,0.0001,0.003344641998410225
87.66,62.03,371,0.05,16224,850064,2288,53066,0.0001,0.0008045991999097168
84.98,61.33,371,0.05,16228,850308,2288,53082,0.0001,0.019499653950333595
89.75,62.14,371,0.05,16232,850604,2288,53100,0.0001,0.001861055614426732
87.25,61.62,371,0.05,16236,850872,2288,53117,0.0001,0.0009217244223691523
88.58,61.96,371,0.05,16240,851080,2288,53130,0.0001,2.435387134552002
92.14,62.55,371,0.05,16244,851340,2288,53146,0.0001,2.456725835800171
91.03,62.43,372,0.05,16248,851560,2288,53160,0.0001,2.3574106693267822
91.0,62.4,372,0.05,16252,851812,2288,53176,0.0001,0.02962607517838478
94.87,63.3,372,0.05,16256,852176,2288,53198,0.0001,3.0859577655792236
95.21,63.64,372,0.05,16260,852404,2288,53213,0.0001,0.011931977234780788
95.37,63.8,372,0.05,16264,852620,2288,53226,0.0001,5.662768363952637
93.09,63.5,372,0.05,16268,852820,2288,53239,0.0001,3.08677339553833
91.86,63.26,372,0.05,16272,853076,2288,53255,0.0001,0.002201719908043742
86.43,61.79,372,0.05,16276,853300,2288,53269,0.0001,3.0811843872070312
80.81,60.13,372,0.05,16280,853528,2288,53283,0.0001,0.017488518729805946
82.37,60.7,373,0.05,16284,853760,2288,53297,0.0001,0.004818927031010389
83.91,61.25,373,0.05,16288,854056,2288,53316,0.0001,2.4468400478363037
82.31,60.64,373,0.05,16292,854332,2288,53333,0.0001,2.403693914413452
81.27,60.59,373,0.05,16296,854568,2288,53348,0.0001,2.0309720039367676
86.08,61.44,373,0.05,16300,854868,2288,53367,0.0001,0.059296220541000366
83.39,60.73,373,0.05,16304,855104,2288,53381,0.0001,2.4455196857452393
87.18,61.55,373,0.05,16308,855356,2288,53397,0.0001,4.737391948699951
90.77,62.17,373,0.05,16312,855624,2288,53414,0.0001,0.012941207736730576
89.62,62.01,373,0.05,16316,855828,2288,53427,0.0001,2.593508720397949
92.17,62.58,374,0.05,16320,856172,2288,53448,0.0001,0.0013268266338855028
92.45,62.86,374,0.05,16324,856372,2288,53461,0.0001,0.010682642459869385
93.9,63.32,374,0.05,16328,856572,2288,53473,0.0001,2.4331748485565186
90.15,62.72,374,0.05,16332,856940,2288,53496,0.0001,2.45939040184021
90.41,62.98,374,0.05,16336,857148,2288,53509,0.0001,0.0019097046460956335
92.74,63.33,374,0.05,16340,857492,2288,53531,0.0001,3.0885555744171143
93.21,63.8,374,0.05,16344,857724,2288,53545,0.0001,5.423417091369629
94.54,64.14,374,0.05,16348,858044,2288,53565,0.0001,0.00836501456797123
98.95,65.58,375,0.05,16352,858488,2288,53593,0.0001,2.5119078159332275
102.66,66.32,375,0.05,16356,858756,2288,53610,0.0001,0.005095462314784527
102.48,66.14,375,0.05,16360,858988,2288,53624,0.0001,0.0053380620665848255
102.63,66.29,375,0.05,16364,859228,2288,53639,0.0001,4.8794426918029785
102.75,66.41,375,0.05,16368,859508,2288,53657,0.0001,0.041093599051237106
103.93,66.6,375,0.05,16372,859708,2288,53669,0.0001,2.9078495502471924
104.07,66.74,375,0.05,16376,860068,2288,53692,0.0001,3.0860610008239746
108.2,67.9,376,0.05,16380,860360,2288,53710,0.0001,6.215362548828125
113.04,68.78,376,0.05,16384,860692,2288,53731,0.0001,0.01762954518198967
112.89,68.63,376,0.05,16388,860972,2288,53748,0.0001,0.0034613427706062794
110.35,68.07,376,0.05,16392,861172,2288,53761,0.0001,2.931802272796631
112.85,68.59,376,0.05,16396,861452,2288,53778,0.0001,0.005152725614607334
109.05,67.76,376,0.05,16400,861660,2288,53791,0.0001,4.897979736328125
114.11,68.86,376,0.05,16404,862012,2288,53813,0.0001,2.49529767036438
110.28,68.0,376,0.05,16408,862240,2288,53827,0.0001,3.104433059692383
111.93,68.66,376,0.05,16412,862548,2288,53847,0.0001,3.14741849899292
113.35,69.09,377,0.05,16416,862784,2288,53861,0.0001,3.0933289527893066
111.97,68.7,377,0.05,16420,862984,2287,53874,0.0001,2.4472556114196777
111.72,68.45,377,0.05,16424,863240,2287,53890,0.0001,2.47393536567688
114.14,68.89,377,0.05,16428,863584,2288,53911,0.0001,0.002486730460077524
114.33,68.9,377,0.05,16432,863800,2288,53925,0.0001,2.3837292194366455
112.93,68.49,377,0.05,16436,864008,2288,53938,0.0001,2.362823247909546
109.2,67.73,377,0.05,16440,864208,2288,53950,0.0001,3.123819351196289
105.07,66.57,377,0.05,16444,864408,2288,53963,0.0001,2.453936815261841
105.03,66.53,377,0.05,16448,864608,2288,53975,0.0001,0.015429086051881313
99.49,64.95,377,0.05,16452,864808,2287,53988,0.0001,0.014300680719316006
91.99,63.39,378,0.05,16456,865056,2287,54003,0.0001,2.474944591522217
91.79,63.19,378,0.05,16460,865264,2287,54016,0.0001,3.097804546356201
90.4,62.79,378,0.05,16464,865576,2288,54036,0.0001,5.183752059936523
90.4,62.79,378,0.05,16468,865784,2287,54049,0.0001,5.064151763916016
89.13,62.51,378,0.05,16472,865984,2288,54061,0.0001,5.544150352478027
88.88,62.26,378,0.05,16476,866284,2288,54080,0.0001,0.014867431484162807
84.91,61.26,378,0.05,16480,866508,2288,54094,0.0001,7.3411102294921875
79.89,60.2,378,0.05,16484,866748,2288,54109,0.0001,2.538400411605835
82.75,61.08,378,0.05,16488,867060,2288,54129,0.0001,0.13114190101623535
81.56,60.88,379,0.05,16492,867264,2288,54141,0.0001,2.4933841228485107
80.41,60.72,379,0.05,16496,867464,2288,54154,0.0001,4.529459476470947
76.89,60.17,379,0.05,16500,867736,2287,54171,0.0001,6.161201477050781
74.34,59.6,379,0.05,16504,867996,2287,54187,0.0001,0.0031831152737140656
76.63,59.91,379,0.05,16508,868196,2287,54200,0.0001,0.013580068945884705
72.71,58.96,379,0.05,16512,868424,2287,54214,0.0001,2.4718313217163086
73.88,59.14,379,0.05,16516,868632,2287,54227,0.0001,2.483476400375366
72.78,59.03,379,0.05,16520,868928,2287,54245,0.0001,0.0022290507331490517
73.08,59.33,379,0.05,16524,869144,2287,54259,0.0001,2.1151123046875
70.83,59.06,380,0.05,16528,869440,2287,54277,0.0001,0.008461548946797848
69.51,58.73,380,0.05,16532,869640,2287,54290,0.0001,0.874062716960907
69.52,58.74,380,0.05,16536,869864,2287,54304,0.0001,2.422990560531616
70.74,58.97,380,0.05,16540,870064,2287,54316,0.0001,0.007787373848259449
73.24,59.49,380,0.05,16544,870332,2287,54333,0.0001,2.498805522918701
73.11,59.36,380,0.05,16548,870560,2288,54347,0.0001,3.0869741439819336
75.68,59.95,380,0.05,16552,870828,2287,54364,0.0001,0.09157511591911316
74.2,59.46,380,0.05,16556,871040,2287,54377,0.0001,0.058147262781858444
74.39,59.65,380,0.05,16560,871288,2287,54393,0.0001,4.356874465942383
74.31,59.57,380,0.05,16564,871596,2287,54412,0.0001,0.07133680582046509
78.4,60.69,381,0.05,16568,871848,2287,54428,0.0001,2.455106735229492
81.04,61.35,381,0.05,16572,872216,2287,54451,0.0001,0.06929212063550949
82.24,61.56,381,0.05,16576,872416,2287,54463,0.0001,5.49484920501709
83.12,61.45,381,0.05,16580,872616,2287,54476,0.0001,0.012205811217427254
81.78,61.1,381,0.05,16584,872880,2287,54492,0.0001,5.980427265167236
79.28,60.58,381,0.05,16588,873112,2287,54507,0.0001,2.39278244972229
81.86,61.18,381,0.05,16592,873388,2287,54524,0.0001,2.5679757595062256
83.17,61.5,381,0.05,16596,873588,2287,54537,0.0001,2.438676595687866
84.28,61.62,381,0.05,16600,873832,2287,54552,0.0001,2.4589126110076904
84.62,61.96,382,0.05,16604,874204,2287,54575,0.0001,0.0010662241838872433
87.31,62.67,382,0.05,16608,874404,2287,54588,0.0001,0.03492612764239311
85.97,62.32,382,0.05,16612,874616,2287,54601,0.0001,2.378754138946533
83.43,61.76,382,0.05,16616,874848,2287,54615,0.0001,2.4627461433410645
84.74,62.08,382,0.05,16620,875048,2287,54628,0.0001,2.504703998565674
81.93,61.25,382,0.05,16624,875360,2287,54647,0.0001,2.4714577198028564
85.69,62.04,382,0.05,16628,875728,2287,54670,0.0001,0.053998999297618866
91.04,63.43,382,0.05,16632,875964,2287,54685,0.0001,3.0813121795654297
91.04,63.43,383,0.05,16636,876256,2287,54703,0.0001,0.06836795806884766
92.21,63.61,383,0.05,16640,876472,2287,54717,0.0001,0.003303255420178175
92.14,63.54,383,0.05,16644,876716,2287,54732,0.0001,0.007951872423291206
92.25,63.65,383,0.05,16648,876916,2287,54745,0.0001,5.476146221160889
91.91,63.31,383,0.05,16652,877172,2287,54761,0.0001,2.53647518157959
92.06,63.46,383,0.05,16656,877372,2287,54773,0.0001,0.06756705790758133
91.84,63.24,383,0.05,16660,877572,2287,54786,0.0001,2.5073702335357666
93.06,63.47,383,0.05,16664,877784,2287,54799,0.0001,0.00802437774837017
87.53,61.9,383,0.05,16668,877984,2287,54811,0.0001,3.08895206451416
87.34,61.71,383,0.05,16672,878208,2287,54825,0.0001,0.008221489377319813
83.48,60.82,384,0.05,16676,878516,2287,54845,0.0001,3.085123300552368
83.8,61.14,384,0.05,16680,878784,2287,54861,0.0001,3.081129550933838
85.26,61.61,384,0.05,16684,879004,2287,54875,0.0001,2.5086965560913086
82.3,60.63,384,0.05,16688,879204,2287,54888,0.0001,0.005882146768271923
79.84,60.15,384,0.05,16692,879424,2287,54901,0.0001,0.05464135855436325
82.08,60.41,384,0.05,16696,879676,2287,54917,0.0001,0.0033935836981981993
82.23,60.56,384,0.05,16700,879876,2287,54930,0.0001,0.004870441742241383
81.86,60.19,384,0.05,16704,880136,2287,54946,0.0001,0.006831019185483456
79.47,59.78,384,0.05,16708,880364,2287,54960,0.0001,4.774578094482422
81.68,60.01,385,0.05,16712,880596,2287,54975,0.0001,2.445497989654541
81.68,60.01,385,0.05,16716,880796,2287,54987,0.0001,4.8310017585754395
82.84,60.18,385,0.05,16720,881160,2286,55010,0.0001,0.0017823083326220512
84.22,60.57,385,0.05,16724,881384,2286,55024,0.0001,4.834127426147461
80.2,59.52,385,0.05,16728,881660,2286,55041,0.0001,0.007746214512735605
78.46,58.77,385,0.05,16732,881964,2286,55060,0.0001,0.040110524743795395
81.03,59.36,385,0.05,16736,882240,2287,55077,0.0001,0.013174771331250668
84.97,60.33,385,0.05,16740,882464,2287,55091,0.0001,0.04243716597557068
83.83,60.18,385,0.05,16744,882744,2287,55109,0.0001,2.2859280109405518
84.97,60.33,386,0.05,16748,882944,2287,55121,0.0001,7.998549461364746
86.6,60.97,386,0.05,16752,883300,2286,55144,0.0001,0.048664532601833344
86.42,60.79,386,0.05,16756,883536,2286,55158,0.0001,8.351691246032715
89.37,61.76,386,0.05,16760,883736,2286,55171,0.0001,2.4324326515197754
90.88,62.28,386,0.05,16764,883992,2286,55187,0.0001,0.0011756737949326634
93.13,62.55,386,0.05,16768,884252,2286,55203,0.0001,2.538083076477051
91.96,62.37,386,0.05,16772,884452,2286,55216,0.0001,0.007336627691984177
94.43,62.86,386,0.05,16776,884744,2286,55234,0.0001,3.084829330444336
91.89,62.3,386,0.05,16780,884948,2286,55247,0.0001,0.012165553867816925
91.59,62.0,387,0.05,16784,885176,2286,55261,0.0001,2.3296308517456055
92.8,62.22,387,0.05,16788,885412,2286,55276,0.0001,2.4358949661254883
94.04,62.47,387,0.05,16792,885700,2286,55294,0.0001,5.5885443687438965
93.1,62.52,387,0.05,16796,885912,2286,55307,0.0001,0.005801788531243801
91.74,62.15,387,0.05,16800,886156,2286,55322,0.0001,7.979656219482422
90.38,61.78,387,0.05,16804,886368,2286,55335,0.0001,2.667480707168579
91.56,61.97,387,0.05,16808,886756,2286,55360,0.0001,2.4517405033111572
94.52,62.95,387,0.05,16812,887020,2286,55376,0.0001,0.014731577597558498
97.02,63.47,388,0.05,16816,887236,2286,55390,0.0001,0.03995272517204285
97.23,63.68,388,0.05,16820,887456,2286,55403,0.0001,0.49966293573379517
95.66,63.1,388,0.05,16824,887848,2286,55428,0.0001,2.504922866821289
102.0,64.49,388,0.05,16828,888088,2286,55443,0.0001,0.004267591517418623
99.72,64.19,388,0.05,16832,888432,2286,55464,0.0001,2.4581992626190186
106.46,65.98,388,0.05,16836,888776,2286,55486,0.0001,7.174924373626709
102.59,65.08,388,0.05,16840,889072,2286,55504,0.0001,0.04610055312514305
105.12,65.63,388,0.05,16844,889320,2286,55520,0.0001,0.011273624375462532
103.79,65.29,389,0.05,16848,889540,2286,55534,0.0001,5.543224811553955
103.96,65.46,389,0.05,16852,889868,2286,55554,0.0001,0.0014916247455403209
106.54,66.06,389,0.05,16856,890076,2286,55567,0.0001,0.010882389731705189
102.51,65.0,389,0.05,16860,890280,2286,55580,0.0001,0.08157651871442795
101.04,64.52,389,0.05,16864,890528,2286,55595,0.0001,0.002782534807920456
101.33,64.81,389,0.05,16868,890728,2286,55608,0.0001,0.006986524909734726
100.27,64.74,389,0.05,16872,890972,2286,55623,0.0001,0.05297233536839485
99.15,64.61,389,0.05,16876,891260,2286,55641,0.0001,3.0797085762023926
100.44,64.91,389,0.05,16880,891460,2286,55654,0.0001,0.004333944525569677
99.34,64.8,389,0.05,16884,891712,2286,55669,0.0001,3.0805013179779053
100.71,65.18,390,0.05,16888,891940,2286,55684,0.0001,0.0033814306370913982
102.27,65.75,390,0.05,16892,892176,2286,55698,0.0001,2.5110232830047607
99.63,65.09,390,0.05,16896,892408,2286,55713,0.0001,0.0013609514571726322
100.83,65.3,390,0.05,16900,892724,2286,55733,0.0001,0.04664234444499016
102.19,65.67,390,0.05,16904,892932,2286,55746,0.0001,2.4060850143432617
101.24,65.71,390,0.05,16908,893136,2286,55758,0.0001,3.1430904865264893
97.38,64.82,390,0.05,16912,893476,2286,55780,0.0001,0.017282482236623764
96.35,64.78,390,0.05,16916,893728,2286,55795,0.0001,4.697131633758545
97.78,65.22,390,0.05,16920,894032,2286,55814,0.0001,2.386160373687744
108.81,68.33,391,0.05,16924,894456,2286,55841,0.0001,0.010181422345340252
101.12,66.58,391,0.05,16928,894660,2286,55854,0.0001,0.007780997082591057
102.26,66.73,391,0.05,16932,895004,2286,55875,0.0001,0.05428666993975639
93.03,64.43,391,0.05,16936,895244,2286,55890,0.0001,2.3810293674468994
94.13,64.54,391,0.05,16940,895456,2286,55903,0.0001,2.4129488468170166
91.41,63.8,391,0.05,16944,895656,2286,55916,0.0001,2.3589601516723633
91.41,63.8,391,0.05,16948,895924,2286,55933,0.0001,0.007203672081232071
92.81,64.21,391,0.05,16952,896240,2286,55952,0.0001,2.4802234172821045
92.84,64.24,392,0.05,16956,896488,2286,55968,0.0001,4.827267169952393
95.31,64.73,392,0.05,16960,896828,2286,55989,0.0001,0.00653007160872221
99.11,65.56,392,0.05,16964,897088,2286,56005,0.0001,0.041049979627132416
97.92,65.36,392,0.05,16968,897288,2286,56018,0.0001,0.03879968076944351
97.86,65.3,392,0.05,16972,897492,2286,56031,0.0001,0.0028326748870313168
99.11,65.56,392,0.05,16976,897836,2286,56052,0.0001,0.45131394267082214
99.11,65.56,392,0.05,16980,898036,2286,56065,0.0001,2.4984138011932373
99.03,65.48,392,0.05,16984,898236,2286,56077,0.0001,2.5207228660583496
97.65,65.09,392,0.05,16988,898460,2286,56091,0.0001,0.004081514663994312
97.72,65.16,393,0.05,16992,898748,2286,56109,0.0001,0.019404005259275436
99.98,65.44,393,0.05,16996,898960,2286,56122,0.0001,2.9124250411987305
101.31,65.78,393,0.05,17000,899332,2286,56146,0.0001,3.1067755222320557
102.63,66.11,393,0.05,17004,899532,2286,56158,0.0001,2.3251497745513916
103.66,66.15,393,0.05,17008,899876,2285,56180,0.0001,1.8980858325958252
106.21,66.72,393,0.05,17012,900080,2285,56192,0.0001,4.937623977661133
104.74,66.24,393,0.05,17016,900280,2285,56205,0.0001,0.003468399401754141
103.14,65.63,393,0.05,17020,900480,2285,56217,0.0001,0.012191512621939182
91.04,62.44,394,0.05,17024,900708,2285,56232,0.0001,0.00283807679079473
92.29,62.7,394,0.05,17028,900960,2285,56247,0.0001,3.1641743183135986
91.08,62.48,394,0.05,17032,901348,2285,56272,0.0001,0.007938594557344913
97.82,64.27,394,0.05,17036,901584,2285,56286,0.0001,3.079359531402588
95.6,64.03,394,0.05,17040,901784,2285,56299,0.0001,0.002838080283254385
97.28,64.72,394,0.05,17044,902112,2285,56319,0.0001,0.0019283462315797806
98.89,65.34,394,0.05,17048,902456,2285,56341,0.0001,3.1138997077941895
97.23,64.67,394,0.05,17052,902664,2285,56354,0.0001,3.092804193496704
94.75,64.17,395,0.05,17056,902896,2285,56368,0.0001,3.2028403282165527
95.04,64.46,395,0.05,17060,903144,2285,56384,0.0001,2.4045050144195557
91.19,63.58,395,0.05,17064,903356,2284,56397,0.0001,0.03871449455618858
91.04,63.43,395,0.05,17068,903604,2284,56413,0.0001,0.008096978068351746
91.15,63.54,395,0.05,17072,903804,2284,56425,0.0001,5.51718807220459
91.17,63.56,395,0.05,17076,904120,2284,56445,0.0001,0.02661185711622238
93.25,63.66,395,0.05,17080,904332,2284,56458,0.0001,0.044217295944690704
94.59,64.01,395,0.05,17084,904640,2284,56477,0.0001,0.004897833801805973
95.9,64.33,396,0.05,17088,905040,2284,56502,0.0001,0.005404254887253046
100.66,65.13,396,0.05,17092,905396,2284,56525,0.0001,2.5018818378448486
107.75,67.27,396,0.05,17096,905772,2284,56548,0.0001,4.622095584869385
107.78,67.3,396,0.05,17100,905980,2284,56561,0.0001,0.006081212777644396
104.06,66.55,396,0.05,17104,906224,2284,56576,0.0001,0.0711929053068161
105.45,66.95,396,0.05,17108,906484,2284,56593,0.0001,0.025973185896873474
105.37,66.87,397,0.05,17112,906824,2284,56614,0.0001,2.4357686042785645
106.68,67.19,397,0.05,17116,907024,2284,56626,0.0001,3.082564115524292
109.71,68.24,397,0.05,17120,907424,2283,56651,0.0001,2.5230283737182617
112.39,68.94,397,0.05,17124,907632,2283,56664,0.0001,0.018062474206089973
111.15,68.69,397,0.05,17128,907856,2283,56678,0.0001,0.06686072796583176
112.32,68.87,397,0.05,17132,908056,2283,56691,0.0001,3.1013009548187256
106.62,67.13,397,0.05,17136,908256,2283,56703,0.0001,3.0818190574645996
105.15,66.65,397,0.05,17140,908456,2283,56716,0.0001,0.0015228167176246643
102.31,65.79,397,0.05,17144,908656,2283,56728,0.0001,0.004421609453856945
100.66,65.13,398,0.05,17148,908908,2282,56744,0.0001,6.009199142456055
96.91,64.35,398,0.05,17152,909108,2282,56757,0.0001,0.016909047961235046
97.87,64.32,398,0.05,17156,909356,2282,56772,0.0001,0.033015958964824677
95.12,63.55,398,0.05,17160,909600,2282,56787,0.0001,0.0018684391397982836
96.64,64.08,398,0.05,17164,909812,2282,56801,0.0001,8.623327255249023
97.85,64.3,398,0.05,17168,910056,2282,56816,0.0001,2.5897727012634277
98.89,64.35,398,0.05,17172,910280,2282,56830,0.0001,0.011090889573097229
100.34,64.81,399,0.05,17176,910660,2281,56854,0.0001,0.0030547489877790213
102.13,65.61,399,0.05,17180,911052,2281,56878,0.0001,6.159968852996826
104.67,66.17,399,0.05,17184,911276,2281,56892,0.0001,2.4627203941345215
104.73,66.23,399,0.05,17188,911476,2281,56905,0.0001,4.761213302612305
97.05,64.49,399,0.05,17192,911788,2281,56924,0.0001,3.466176986694336
91.49,62.89,399,0.05,17196,911988,2281,56937,0.0001,0.0034538242034614086
89.04,62.42,399,0.05,17200,912240,2281,56952,0.0001,5.557155609130859
91.75,63.15,399,0.05,17204,912508,2281,56969,0.0001,0.005300071090459824
87.83,62.2,400,0.05,17208,912708,2281,56982,0.0001,0.044061724096536636
84.01,61.35,400,0.05,17212,912944,2280,56996,0.0001,0.836724579334259
85.4,61.75,400,0.05,17216,913280,2280,57017,0.0001,5.537420272827148
83.89,61.23,400,0.05,17220,913480,2280,57030,0.0001,2.4474668502807617
83.73,61.07,400,0.05,17224,913688,2280,57043,0.0001,0.0020437936764210463
84.86,61.21,400,0.05,17228,913944,2280,57059,0.0001,3.0814027786254883
86.02,61.38,400,0.05,17232,914300,2280,57081,0.0001,0.0054641119204461575
87.35,61.72,401,0.05,17236,914500,2280,57094,0.0001,3.089804172515869
88.56,61.94,401,0.05,17240,914724,2280,57108,0.0001,0.085919588804245
89.83,62.22,401,0.05,17244,914952,2279,57122,0.0001,0.010632451623678207
89.86,62.25,401,0.05,17248,915156,2279,57135,0.0001,0.035789456218481064
92.52,62.93,401,0.05,17252,915488,2279,57155,0.0001,2.047497272491455
95.28,63.71,401,0.05,17256,915756,2279,57172,0.0001,2.3188869953155518
97.71,64.16,401,0.05,17260,915956,2279,57185,0.0001,0.002035904908552766
95.01,63.44,401,0.05,17264,916156,2279,57197,0.0001,7.974936485290527
95.35,63.78,402,0.05,17268,916500,2279,57219,0.0001,0.40754711627960205
95.44,63.87,402,0.05,17272,916700,2279,57231,0.0001,3.136317014694214
91.27,62.67,402,0.05,17276,916912,2279,57244,0.0001,0.41776129603385925
87.16,61.53,402,0.05,17280,917112,2279,57257,0.0001,5.1267595291137695
84.77,61.12,402,0.05,17284,917312,2279,57269,0.0001,2.487403154373169
83.3,60.64,402,0.05,17288,917652,2279,57291,0.0001,2.464423179626465
85.97,61.33,402,0.05,17292,917976,2279,57311,0.0001,0.06191046163439751
86.3,61.66,402,0.05,17296,918176,2279,57323,0.0001,0.024210279807448387
86.19,61.55,402,0.05,17300,918376,2279,57336,0.0001,0.003090552520006895
84.55,60.9,403,0.05,17304,918648,2279,57353,0.0001,0.006089727394282818
88.14,61.52,403,0.05,17308,918972,2278,57373,0.0001,0.011624868027865887
93.77,63.19,403,0.05,17312,919260,2278,57391,0.0001,6.212961673736572
91.04,62.44,403,0.05,17316,919540,2278,57409,0.0001,3.1188905239105225
92.39,62.8,403,0.05,17320,919764,2278,57423,0.0001,8.573201179504395
89.74,62.25,403,0.05,17324,919964,2278,57435,0.0001,0.0017924278508871794
88.57,62.07,403,0.05,17328,920164,2278,57448,0.0001,0.010820504277944565
84.88,61.35,403,0.05,17332,920364,2278,57460,0.0001,8.5776948928833
83.72,61.18,404,0.05,17336,920616,2278,57476,0.0001,0.0031494786962866783
86.52,62.0,404,0.05,17340,920908,2278,57494,0.0001,0.03186168521642685
86.69,62.17,404,0.05,17344,921108,2278,57507,0.0001,5.005831718444824
85.54,62.01,404,0.05,17348,921308,2278,57519,0.0001,0.04124549776315689
85.05,61.52,404,0.05,17352,921636,2277,57540,0.0001,0.39094722270965576
82.61,61.06,404,0.05,17356,921844,2277,57553,0.0001,2.528034210205078
81.24,60.68,404,0.05,17360,922124,2277,57570,0.0001,3.0293807983398438
89.42,62.92,404,0.05,17364,922496,2277,57593,0.0001,2.489389181137085
87.91,62.4,405,0.05,17368,922708,2277,57607,0.0001,0.08575500547885895
86.95,62.43,405,0.05,17372,922964,2277,57623,0.0001,2.44167423248291
91.05,63.56,405,0.05,17376,923176,2277,57636,0.0001,2.566531181335449
91.19,63.7,405,0.05,17380,923424,2277,57651,0.0001,0.006064475513994694
89.69,63.19,405,0.05,17384,923712,2277,57669,0.0001,2.46374249458313
92.47,63.99,405,0.05,17388,923944,2277,57684,0.0001,2.4426045417785645
89.82,63.32,405,0.05,17392,924156,2277,57697,0.0001,2.5100035667419434
89.25,62.75,405,0.05,17396,924484,2277,57718,0.0001,1.9962742328643799
92.95,63.48,406,0.05,17400,924744,2277,57734,0.0001,0.0035134744830429554
91.79,63.31,406,0.05,17404,924976,2277,57748,0.0001,4.987758636474609
92.15,63.67,406,0.05,17408,925232,2276,57764,0.0001,2.3951406478881836
87.72,62.21,406,0.05,17412,925520,2276,57782,0.0001,0.005204361863434315
87.52,62.01,406,0.05,17416,925720,2276,57795,0.0001,0.07571238279342651
86.11,61.59,406,0.05,17420,925924,2276,57808,0.0001,0.003029516665264964
88.69,62.07,406,0.05,17424,926168,2276,57823,0.0001,0.44514644145965576
89.8,62.19,406,0.05,17428,926368,2276,57835,0.0001,2.381639242172241
89.99,62.38,407,0.05,17432,926632,2276,57852,0.0001,0.11932872980833054
92.5,62.91,407,0.05,17436,926844,2276,57865,0.0001,0.0375429131090641
89.66,62.05,407,0.05,17440,927044,2276,57878,0.0001,0.11262829601764679
88.42,61.8,407,0.05,17444,927280,2276,57892,0.0001,1.9962137937545776
89.58,61.97,407,0.05,17448,927484,2276,57905,0.0001,0.024956928566098213
91.24,62.64,407,0.05,17452,927844,2276,57928,0.0001,3.2018299102783203
91.25,62.65,407,0.05,17456,928044,2276,57940,0.0001,4.723849773406982
91.48,62.88,407,0.05,17460,928244,2276,57953,0.0001,3.0824735164642334
84.63,60.98,407,0.05,17464,928576,2276,57973,0.0001,0.0014706277288496494
83.44,60.78,408,0.05,17468,928776,2276,57986,0.0001,0.0073397113010287285
83.15,60.49,408,0.05,17472,928976,2276,57998,0.0001,5.481034755706787
79.1,59.41,408,0.05,17476,929176,2275,58011,0.0001,0.849841296672821
82.9,60.24,408,0.05,17480,929520,2275,58032,0.0001,0.003884723410010338
82.98,60.32,408,0.05,17484,929720,2275,58045,0.0001,0.008810932748019695
81.58,59.91,408,0.05,17488,929936,2275,58058,0.0001,2.5126070976257324
81.61,59.94,408,0.05,17492,930136,2275,58071,0.0001,0.027856238186359406
80.36,59.68,408,0.05,17496,930416,2275,58088,0.0001,0.6108386516571045
80.56,59.88,409,0.05,17500,930760,2275,58110,0.0001,2.5100479125976562
83.28,60.62,409,0.05,17504,930964,2275,58123,0.0001,2.4701473712921143
79.32,59.63,409,0.05,17508,931228,2275,58139,0.0001,2.4487054347991943
79.54,59.85,409,0.05,17512,931428,2275,58152,0.0001,3.0818281173706055
78.19,59.49,409,0.05,17516,931628,2275,58164,0.0001,0.0020847218111157417
77.15,59.44,409,0.05,17520,931848,2275,58178,0.0001,0.04747503995895386
74.54,58.81,409,0.05,17524,932088,2274,58193,0.0001,0.15709127485752106
74.68,58.95,409,0.05,17528,932288,2274,58205,0.0001,2.392874240875244
74.55,58.82,409,0.05,17532,932512,2274,58219,0.0001,2.909557819366455
72.08,58.33,410,0.05,17536,932748,2274,58234,0.0001,2.5630035400390625
71.1,58.34,410,0.05,17540,932980,2274,58249,0.0001,0.4396112859249115
73.55,58.81,410,0.05,17544,933216,2274,58263,0.0001,0.06915347278118134
74.7,58.97,410,0.05,17548,933432,2274,58277,0.0001,3.5236868858337402
73.15,58.41,410,0.05,17552,933652,2274,58291,0.0001,0.007310610264539719
72.94,58.2,410,0.05,17556,933920,2274,58307,0.0001,0.1170143261551857
75.5,58.78,410,0.05,17560,934140,2273,58321,0.0001,0.012861274182796478
75.35,58.63,410,0.05,17564,934416,2273,58338,0.0001,0.005047036334872246
75.3,58.58,411,0.05,17568,934704,2273,58356,0.0001,4.8989973068237305
