rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,rollout/exploration_rate,time/episodes,time/total_timesteps,time/fps,train/n_updates,train/learning_rate,train/loss
28.68,51.44,49,0.27258499999999974,3056,153140,3068,9509,0.0001,3.9684689044952393
28.56,51.44,49,0.27163499999999996,3060,153340,3068,9521,0.0001,4.458527565002441
28.2,51.44,50,0.27068500000000006,3064,153540,3067,9534,0.0001,8.898859977722168
28.14,51.56,50,0.2697159999999995,3068,153744,3067,9546,0.0001,2.4075613021850586
26.85,51.08,50,0.26868999999999965,3072,153960,3066,9560,0.0001,9.064236640930176
26.06,51.01,50,0.26773999999999976,3076,154160,3066,9572,0.0001,19.261343002319336
24.86,51.01,50,0.26686599999999994,3080,154344,3065,9584,0.0001,4.8150177001953125
25.87,51.06,50,0.2658590000000005,3084,154556,3064,9597,0.0001,2.618760585784912
25.64,50.92,50,0.2649090000000005,3088,154756,3064,9610,0.0001,1.8876752853393555
26.96,50.92,50,0.2639589999999996,3092,154956,3063,9622,0.0001,4.287754058837891
26.86,50.82,50,0.2630089999999997,3096,155156,3062,9635,0.0001,17.693567276000977
27.98,50.95,50,0.26205899999999993,3100,155356,3061,9647,0.0001,18.19049835205078
27.33,50.78,50,0.2611089999999999,3104,155556,3060,9660,0.0001,1.3757073879241943
26.79,50.78,50,0.26015900000000003,3108,155756,3059,9672,0.0001,3.2009217739105225
26.64,50.63,50,0.25920900000000013,3112,155956,3059,9685,0.0001,9.958666801452637
27.89,50.56,51,0.25825900000000024,3116,156156,3058,9697,0.0001,11.790695190429688
29.01,50.69,51,0.25730900000000045,3120,156356,3057,9710,0.0001,6.1945343017578125
29.97,50.69,51,0.25635900000000045,3124,156556,3057,9722,0.0001,25.984375
29.87,50.59,51,0.25540899999999944,3128,156756,3056,9735,0.0001,3.139634847640991
29.61,50.51,51,0.25445899999999966,3132,156956,3056,9747,0.0001,1.8759177923202515
30.6,50.6,51,0.2534900000000002,3136,157160,3055,9760,0.0001,3.565052032470703
32.7,50.99,51,0.25233099999999964,3140,157404,3055,9775,0.0001,1.8701199293136597
34.28,51.04,51,0.25138099999999963,3144,157604,3054,9788,0.0001,0.9794763326644897
35.36,51.04,51,0.25043099999999985,3148,157804,3054,9800,0.0001,10.456860542297363
33.32,51.04,51,0.24948099999999984,3152,158004,3054,9813,0.0001,3.6270387172698975
33.08,51.04,51,0.24853100000000006,3156,158204,3053,9825,0.0001,10.061623573303223
33.5,51.04,51,0.24758100000000016,3160,158404,3053,9838,0.0001,9.087949752807617
33.86,51.04,51,0.24663100000000016,3164,158604,3051,9850,0.0001,4.3317155838012695
34.14,50.9,52,0.24549100000000013,3168,158844,3050,9865,0.0001,1.8931338787078857
34.1,50.86,52,0.24454100000000023,3172,159044,3050,9878,0.0001,5.0458903312683105
34.9,50.94,52,0.24359100000000034,3176,159244,3050,9890,0.0001,10.259552955627441
37.55,51.4,52,0.24264100000000055,3180,159444,3049,9903,0.0001,10.131471633911133
35.99,51.28,52,0.24169099999999955,3184,159644,3049,9915,0.0001,5.294879913330078
36.11,51.28,52,0.24074099999999954,3188,159844,3049,9928,0.0001,6.8101372718811035
35.39,51.28,52,0.23979099999999975,3192,160044,3048,9940,0.0001,19.539621353149414
35.4,51.29,52,0.2387269999999997,3196,160268,3047,9954,0.0001,4.889666557312012
34.04,51.16,52,0.2377769999999998,3200,160468,3046,9967,0.0001,4.619757175445557
34.0,51.12,52,0.2368269999999999,3204,160668,3046,9979,0.0001,11.532570838928223
35.08,51.12,52,0.235877,3208,160868,3045,9992,0.0001,4.6931962966918945
33.7,51.12,52,0.23492700000000022,3212,161068,3044,10004,0.0001,3.6349308490753174
33.52,51.12,52,0.2339770000000002,3216,161268,3043,10017,0.0001,16.759946823120117
31.34,51.07,53,0.23302700000000032,3220,161468,3043,10029,0.0001,19.9032039642334
32.19,51.14,53,0.2319439999999997,3224,161696,3043,10043,0.0001,5.005159378051758
32.27,51.22,53,0.23099399999999992,3228,161896,3042,10056,0.0001,9.939984321594238
32.81,51.22,53,0.23004399999999992,3232,162096,3042,10068,0.0001,2.7337732315063477
33.12,51.23,53,0.22909400000000013,3236,162296,3041,10081,0.0001,9.146245956420898
31.55,50.65,53,0.22837200000000046,3240,162448,3041,10090,0.0001,4.560274124145508
30.98,50.74,53,0.22742200000000057,3244,162648,3041,10103,0.0001,11.116251945495605
32.01,50.78,53,0.22647200000000056,3248,162848,3041,10115,0.0001,10.13369369506836
33.85,50.82,53,0.22552199999999967,3252,163048,3041,10128,0.0001,12.68867015838623
32.59,50.82,53,0.22457199999999977,3256,163248,3041,10140,0.0001,3.916147232055664
35.48,51.37,53,0.22312800000000044,3260,163552,3039,10159,0.0001,8.218719482421875
34.28,51.37,53,0.22196899999999975,3264,163796,3038,10175,0.0001,3.3197193145751953
35.51,51.61,53,0.22101899999999997,3268,163996,3038,10187,0.0001,3.4735255241394043
34.92,51.68,54,0.22006900000000007,3272,164196,3037,10200,0.0001,3.387819766998291
34.85,51.61,54,0.219043,3276,164412,3036,10213,0.0001,6.004762649536133
33.32,51.25,54,0.2180930000000002,3280,164612,3036,10226,0.0001,2.0329933166503906
34.4,51.25,54,0.2171430000000003,3284,164812,3035,10238,0.0001,2.4900362491607666
35.88,51.44,54,0.2161930000000003,3288,165012,3034,10251,0.0001,10.504939079284668
35.76,51.44,54,0.21524300000000052,3292,165212,3034,10263,0.0001,4.727567672729492
35.72,51.4,54,0.2142930000000005,3296,165412,3033,10276,0.0001,13.020639419555664
37.31,51.76,54,0.21334299999999962,3300,165612,3032,10288,0.0001,3.8545374870300293
37.07,51.76,54,0.21239299999999972,3304,165812,3031,10301,0.0001,11.136865615844727
37.36,51.57,54,0.21144299999999994,3308,166012,3031,10313,0.0001,12.078545570373535
38.65,51.6,54,0.21049299999999993,3312,166212,3030,10326,0.0001,3.9910459518432617
37.93,51.6,54,0.20954300000000003,3316,166412,3030,10338,0.0001,9.02727222442627
40.19,51.73,55,0.2085740000000007,3320,166616,3029,10351,0.0001,4.331174850463867
38.54,51.76,55,0.20760500000000026,3324,166820,3028,10364,0.0001,9.504094123840332
39.6,51.83,55,0.2063700000000006,3328,167080,3027,10380,0.0001,11.19202995300293
39.85,51.78,55,0.20538199999999962,3332,167288,3027,10393,0.0001,4.675032615661621
40.03,51.72,55,0.20443199999999961,3336,167488,3026,10405,0.0001,16.09492301940918
39.96,51.65,55,0.2037669999999996,3340,167628,3025,10414,0.0001,7.162802219390869
38.8,51.54,55,0.2028169999999997,3344,167828,3024,10427,0.0001,5.967897415161133
37.59,51.5,55,0.20186699999999969,3348,168028,3024,10439,0.0001,8.278972625732422
37.83,51.5,55,0.20084099999999983,3352,168244,3024,10453,0.0001,14.55398941040039
39.59,51.4,55,0.20015700000000014,3356,168388,3023,10462,0.0001,10.506002426147461
37.18,50.91,55,0.1991879999999997,3360,168592,3023,10474,0.0001,11.080514907836914
39.49,51.27,55,0.19804799999999967,3364,168832,3023,10489,0.0001,8.871527671813965
37.5,51.05,55,0.19709799999999966,3368,169032,3022,10502,0.0001,8.52560806274414
38.09,50.98,56,0.19614799999999988,3372,169232,3021,10514,0.0001,5.354098320007324
37.93,50.82,56,0.19519799999999987,3376,169432,3021,10527,0.0001,5.549831867218018
37.45,50.82,56,0.1942480000000001,3380,169632,3020,10539,0.0001,5.851193428039551
37.81,50.82,56,0.1932980000000002,3384,169832,3020,10552,0.0001,7.155499458312988
36.44,50.44,56,0.19234800000000019,3388,170032,3019,10564,0.0001,4.777310848236084
37.31,50.47,56,0.1913980000000004,3392,170232,3019,10577,0.0001,5.346495151519775
37.29,50.45,56,0.1904480000000004,3396,170432,3018,10589,0.0001,5.147233963012695
36.0,50.15,56,0.1894980000000006,3400,170632,3018,10602,0.0001,9.917746543884277
36.12,50.15,56,0.1885479999999996,3404,170832,3018,10614,0.0001,2.0448293685913086
35.51,49.96,56,0.1873700000000006,3408,171080,3017,10630,0.0001,11.028736114501953
36.79,50.13,56,0.1865530000000003,3412,171252,3016,10641,0.0001,4.9339141845703125
37.5,49.94,56,0.1856030000000004,3416,171452,3015,10653,0.0001,10.137932777404785
36.3,49.73,56,0.1846530000000004,3420,171652,3014,10666,0.0001,4.04355001449585
39.23,49.99,57,0.18370300000000062,3424,171852,3014,10678,0.0001,4.0358686447143555
37.99,49.92,57,0.1827529999999996,3428,172052,3013,10691,0.0001,5.97279167175293
37.32,49.97,57,0.18180299999999971,3432,172252,3012,10703,0.0001,5.7219390869140625
37.31,49.96,57,0.18083400000000038,3436,172456,3011,10716,0.0001,6.794094562530518
37.47,50.12,57,0.17982699999999985,3440,172668,3011,10729,0.0001,2.9007253646850586
38.9,49.84,57,0.17918100000000037,3444,172804,3010,10738,0.0001,11.583370208740234
39.08,49.84,57,0.17823100000000036,3448,173004,3010,10750,0.0001,10.662246704101562
41.57,50.35,57,0.17693900000000007,3452,173276,3010,10767,0.0001,5.724803924560547
41.67,50.45,57,0.17598900000000028,3456,173476,3009,10780,0.0001,9.300044059753418
41.55,50.39,57,0.17503900000000028,3460,173676,3009,10792,0.0001,10.571950912475586
41.71,50.19,57,0.1740890000000005,3464,173876,3008,10805,0.0001,7.640374660491943
42.35,50.05,57,0.1731390000000006,3468,174076,3007,10817,0.0001,4.867042064666748
42.29,49.99,57,0.17194199999999993,3472,174328,3007,10833,0.0001,4.049909591674805
43.76,50.47,58,0.17099199999999992,3476,174528,3006,10845,0.0001,11.673675537109375
44.45,50.5,58,0.17004200000000014,3480,174728,3006,10858,0.0001,1.4362516403198242
44.38,50.55,58,0.16909200000000024,3484,174928,3005,10870,0.0001,4.831005096435547
44.57,50.74,58,0.16814200000000024,3488,175128,3005,10883,0.0001,4.070494174957275
44.39,50.56,58,0.16719200000000045,3492,175328,3004,10895,0.0001,8.114889144897461
44.49,50.66,58,0.16624200000000044,3496,175528,3004,10908,0.0001,3.7865097522735596
44.24,50.41,58,0.16529200000000066,3500,175728,3004,10920,0.0001,4.497408866882324
44.95,50.52,58,0.16434199999999966,3504,175928,3004,10933,0.0001,9.854238510131836
45.65,50.8,58,0.1633730000000002,3508,176132,3003,10946,0.0001,5.624142646789551
46.8,50.96,58,0.16242300000000043,3512,176332,3002,10958,0.0001,5.010126113891602
46.86,51.02,58,0.1617200000000002,3516,176480,3001,10967,0.0001,2.2276484966278076
46.7,50.86,58,0.16071299999999966,3520,176692,3000,10981,0.0001,13.980438232421875
46.51,50.67,58,0.1598200000000004,3524,176880,3000,10992,0.0001,2.9031519889831543
47.78,50.77,59,0.1588700000000005,3528,177080,2999,11005,0.0001,11.830545425415039
47.61,50.78,59,0.15790100000000018,3532,177284,2999,11018,0.0001,11.177202224731445
48.79,50.97,59,0.15689399999999964,3536,177496,2998,11031,0.0001,8.844537734985352
48.72,50.9,59,0.15594399999999964,3540,177696,2997,11043,0.0001,17.67024040222168
47.81,50.98,59,0.15499399999999985,3544,177896,2997,11056,0.0001,12.859716415405273
49.0,51.18,59,0.15366399999999958,3548,178176,2996,11073,0.0001,6.183775424957275
45.87,50.63,59,0.15271399999999957,3552,178376,2996,11086,0.0001,10.696771621704102
45.4,50.7,59,0.1517639999999998,3556,178576,2995,11098,0.0001,7.900689601898193
45.42,50.66,59,0.1509850000000006,3560,178740,2995,11109,0.0001,7.631704330444336
44.27,50.5,59,0.1500350000000007,3564,178940,2995,11121,0.0001,1.5731862783432007
43.56,50.45,59,0.14933200000000046,3568,179088,2994,11130,0.0001,9.869632720947266
43.74,50.63,59,0.14828699999999995,3572,179308,2994,11144,0.0001,9.418540000915527
42.41,50.29,59,0.14733700000000005,3576,179508,2993,11157,0.0001,7.889000415802002
41.86,50.34,60,0.1460640000000003,3580,179776,2993,11173,0.0001,4.471947193145752
42.96,50.33,60,0.14511400000000052,3584,179976,2992,11186,0.0001,7.841324329376221
42.77,50.14,60,0.14431599999999978,3588,180144,2992,11196,0.0001,16.42854118347168
43.84,50.22,60,0.14357500000000045,3592,180300,2992,11206,0.0001,6.1636199951171875
43.79,50.17,60,0.14241599999999988,3596,180544,2991,11221,0.0001,3.483389377593994
45.14,50.53,60,0.14146599999999998,3600,180744,2991,11234,0.0001,10.83769416809082
44.47,49.86,60,0.14076299999999986,3604,180892,2990,11243,0.0001,7.273633003234863
44.57,49.96,60,0.13981299999999985,3608,181092,2988,11256,0.0001,10.111040115356445
42.23,49.6,60,0.13886300000000007,3612,181292,2988,11268,0.0001,2.5843498706817627
42.16,49.53,60,0.13791300000000017,3616,181492,2987,11281,0.0001,4.886167049407959
43.69,50.07,60,0.13696300000000017,3620,181692,2987,11293,0.0001,4.1816935539245605
42.59,49.96,60,0.13601300000000038,3624,181892,2986,11306,0.0001,2.604461431503296
41.42,49.78,60,0.13506300000000038,3628,182092,2986,11318,0.0001,7.353544235229492
42.11,49.57,61,0.1341130000000006,3632,182292,2985,11331,0.0001,4.264378547668457
40.7,49.15,61,0.13337200000000038,3636,182448,2984,11340,0.0001,4.957102298736572
40.8,49.43,61,0.13242200000000048,3640,182648,2984,11353,0.0001,5.980924606323242
40.78,49.41,61,0.13105400000000011,3644,182936,2983,11371,0.0001,4.703052043914795
40.94,49.57,61,0.13008499999999967,3648,183140,2983,11384,0.0001,13.72242546081543
41.62,49.65,61,0.12911600000000034,3652,183344,2983,11396,0.0001,1.985149621963501
42.03,49.52,61,0.12816600000000034,3656,183544,2982,11409,0.0001,10.37957763671875
42.07,49.56,61,0.12721600000000055,3660,183744,2982,11421,0.0001,4.462104797363281
43.25,49.75,61,0.12622799999999945,3664,183952,2981,11434,0.0001,1.9880990982055664
44.0,49.84,61,0.1253350000000002,3668,184140,2981,11446,0.0001,7.441620826721191
43.5,49.34,61,0.12474600000000013,3672,184264,2981,11454,0.0001,6.8137006759643555
43.17,49.01,61,0.12379600000000035,3676,184464,2980,11466,0.0001,2.99064564704895
43.5,48.74,61,0.12320700000000018,3680,184588,2980,11474,0.0001,5.060987949371338
41.71,47.94,61,0.12261800000000012,3684,184712,2979,11482,0.0001,2.0553650856018066
41.71,47.94,62,0.12161099999999969,3688,184924,2979,11495,0.0001,7.8295464515686035
41.93,48.16,62,0.1206229999999997,3692,185132,2978,11508,0.0001,6.307157039642334
41.66,47.89,62,0.119749,3696,185316,2978,11520,0.0001,6.680816173553467
40.12,47.34,62,0.11908399999999975,3700,185456,2977,11528,0.0001,5.16445779800415
40.45,47.67,62,0.11817199999999983,3704,185648,2976,11540,0.0001,10.974523544311523
40.36,47.58,62,0.11729800000000012,3708,185832,2976,11552,0.0001,5.921008110046387
41.28,47.51,62,0.11636699999999967,3712,186028,2976,11564,0.0001,11.534591674804688
41.48,47.71,62,0.11541699999999977,3716,186228,2975,11577,0.0001,6.2675065994262695
40.03,47.25,62,0.1145620000000005,3720,186408,2974,11588,0.0001,1.8227519989013672
39.97,47.19,62,0.1136119999999996,3724,186608,2974,11600,0.0001,3.3064258098602295
39.78,47.0,62,0.11275700000000022,3728,186788,2973,11612,0.0001,2.7849221229553223
39.87,47.09,62,0.11167399999999983,3732,187016,2972,11626,0.0001,7.504063606262207
39.77,46.99,62,0.11100900000000069,3736,187156,2971,11635,0.0001,6.132957935333252
39.68,46.72,63,0.11005899999999968,3740,187356,2971,11647,0.0001,5.728819370269775
39.87,46.91,63,0.1091089999999999,3744,187556,2970,11660,0.0001,1.3777086734771729
38.53,46.56,63,0.1081589999999999,3748,187756,2970,11672,0.0001,3.0840327739715576
39.55,46.59,63,0.10696200000000033,3752,188008,2968,11688,0.0001,10.508142471313477
42.15,47.21,63,0.10601200000000044,3756,188208,2968,11700,0.0001,10.828967094421387
42.16,47.22,63,0.10506200000000043,3760,188408,2968,11713,0.0001,1.7087550163269043
40.98,47.03,63,0.10411200000000065,3764,188608,2968,11725,0.0001,11.239541053771973
40.89,46.94,63,0.1033139999999999,3768,188776,2967,11736,0.0001,10.33066177368164
40.89,46.94,63,0.1023639999999999,3772,188976,2967,11748,0.0001,12.777936935424805
42.28,47.34,63,0.10149000000000019,3776,189160,2966,11760,0.0001,8.320618629455566
42.28,47.34,63,0.10057800000000028,3780,189352,2966,11772,0.0001,5.14135217666626
43.03,48.09,63,0.0995900000000004,3784,189560,2965,11785,0.0001,5.990195274353027
43.99,48.06,63,0.09869699999999992,3788,189748,2964,11797,0.0001,6.001339435577393
42.66,47.72,64,0.09805100000000033,3792,189884,2964,11805,0.0001,7.062331199645996
42.68,47.74,64,0.0973480000000001,3796,190032,2964,11814,0.0001,9.953794479370117
42.49,47.55,64,0.0964360000000003,3800,190224,2962,11826,0.0001,4.851925373077393
42.34,47.4,64,0.09584700000000024,3804,190348,2962,11834,0.0001,11.376591682434082
41.76,46.82,64,0.09499199999999997,3808,190528,2961,11845,0.0001,5.360686302185059
40.46,46.51,64,0.09440299999999979,3812,190652,2961,11853,0.0001,4.6707682609558105
40.12,46.17,64,0.09345300000000001,3816,190852,2960,11866,0.0001,7.194666862487793
40.2,46.25,64,0.09250300000000011,3820,191052,2960,11878,0.0001,6.099249839782715
40.97,46.03,64,0.09155300000000022,3824,191252,2959,11891,0.0001,5.075106620788574
42.15,46.22,64,0.09073599999999982,3828,191424,2959,11901,0.0001,5.131287097930908
41.66,45.73,64,0.09014699999999987,3832,191548,2958,11909,0.0001,7.010771751403809
41.21,45.28,64,0.08946300000000018,3836,191692,2958,11918,0.0001,1.9065845012664795
41.24,45.31,64,0.08860799999999991,3840,191872,2957,11929,0.0001,4.538573265075684
40.96,45.03,64,0.0880000000000003,3844,192000,2957,11937,0.0001,3.7268996238708496
42.1,45.18,65,0.0870500000000004,3848,192200,2956,11950,0.0001,9.232151985168457
40.81,44.88,65,0.08610000000000062,3852,192400,2956,11962,0.0001,9.695845603942871
38.3,44.35,65,0.08511200000000063,3856,192608,2955,11975,0.0001,10.02511215209961
37.91,43.96,65,0.08419999999999972,3860,192800,2955,11987,0.0001,5.857929706573486
37.79,43.84,65,0.0833259999999999,3864,192984,2954,11999,0.0001,3.1676688194274902
37.38,43.43,65,0.08273699999999984,3868,193108,2953,12007,0.0001,8.548616409301758
37.57,43.62,65,0.08178699999999994,3872,193308,2953,12019,0.0001,8.128467559814453
36.22,43.26,65,0.08093200000000067,3876,193488,2953,12030,0.0001,2.386521100997925
36.19,43.23,65,0.08009599999999972,3880,193664,2952,12041,0.0001,5.279468536376953
34.86,42.89,65,0.07914599999999994,3884,193864,2952,12054,0.0001,1.6657443046569824
34.48,42.51,65,0.07855699999999988,3888,193988,2952,12062,0.0001,5.795125484466553
34.1,42.13,65,0.07796799999999982,3892,194112,2951,12069,0.0001,4.390405178070068
34.03,42.06,65,0.07724600000000015,3896,194264,2951,12079,0.0001,4.217879295349121
34.57,42.6,65,0.07629600000000025,3900,194464,2949,12091,0.0001,5.921010971069336
34.57,42.6,66,0.07538400000000045,3904,194656,2949,12103,0.0001,4.308758735656738
35.32,43.35,66,0.07443400000000044,3908,194856,2948,12116,0.0001,2.1049842834472656
35.75,43.78,66,0.07348399999999944,3912,195056,2948,12128,0.0001,5.0844197273254395
35.69,43.72,66,0.07270500000000035,3916,195220,2947,12139,0.0001,10.345208168029785
35.69,43.72,66,0.07175500000000046,3920,195420,2947,12151,0.0001,10.540515899658203
34.71,43.73,66,0.07107099999999977,3924,195564,2947,12160,0.0001,2.235929012298584
33.9,43.91,66,0.07012099999999988,3928,195764,2946,12173,0.0001,3.7865066528320312
34.11,44.12,66,0.06917099999999998,3932,195964,2946,12185,0.0001,1.7382688522338867
34.49,44.5,66,0.06822100000000009,3936,196164,2945,12198,0.0001,12.133834838867188
34.43,44.44,66,0.06727100000000008,3940,196364,2945,12210,0.0001,7.050238609313965
37.26,45.29,66,0.0663210000000003,3944,196564,2945,12223,0.0001,3.373452663421631
35.73,44.75,66,0.06540900000000038,3948,196756,2944,12235,0.0001,4.863552093505859
35.9,44.92,66,0.0644590000000006,3952,196956,2943,12247,0.0001,8.359540939331055
35.58,44.6,66,0.06387000000000043,3956,197080,2943,12255,0.0001,3.8512110710144043
35.78,44.8,67,0.06312900000000021,3960,197236,2942,12265,0.0001,8.294098854064941
35.33,44.35,67,0.062197999999999865,3964,197432,2941,12277,0.0001,4.868735313415527
35.93,44.95,67,0.06124799999999997,3968,197632,2941,12289,0.0001,3.1473419666290283
35.93,44.95,67,0.06031700000000051,3972,197828,2941,12302,0.0001,5.429358005523682
35.82,44.84,67,0.059366999999999615,3976,198028,2940,12314,0.0001,4.657684326171875
35.82,44.84,67,0.05875900000000012,3980,198156,2940,12322,0.0001,10.37624454498291
35.61,44.63,67,0.058170000000000055,3984,198280,2940,12330,0.0001,3.610058069229126
35.43,44.45,67,0.05727699999999969,3988,198468,2939,12342,0.0001,3.1387767791748047
35.69,44.71,67,0.056593000000000004,3992,198612,2939,12351,0.0001,2.91214656829834
36.01,45.03,67,0.0556810000000002,3996,198804,2939,12363,0.0001,0.3003632426261902
35.71,44.73,67,0.05509200000000014,4000,198928,2937,12370,0.0001,4.3459649085998535
35.5,44.52,67,0.05444600000000044,4004,199064,2936,12379,0.0001,12.293526649475098
34.61,43.63,67,0.05385700000000049,4008,199188,2936,12387,0.0001,10.909271240234375
33.85,42.87,67,0.05319200000000035,4012,199328,2935,12395,0.0001,7.831695079803467
33.77,42.79,67,0.052242000000000344,4016,199528,2935,12408,0.0001,7.004997253417969
33.77,42.79,68,0.05129200000000056,4020,199728,2934,12420,0.0001,3.035736322402954
33.96,42.98,68,0.050342000000000664,4024,199928,2934,12433,0.0001,4.9136176109313965
33.51,42.53,68,0.05,4028,200116,2933,12445,0.0001,4.760191917419434
33.51,42.53,68,0.05,4032,200260,2933,12454,0.0001,1.8958643674850464
33.7,42.72,68,0.05,4036,200384,2932,12461,0.0001,3.5962934494018555
33.13,42.15,68,0.05,4040,200508,2932,12469,0.0001,2.8170676231384277
29.82,40.82,68,0.05,4044,200688,2932,12480,0.0001,4.545079231262207
31.13,41.14,68,0.05,4048,200832,2932,12489,0.0001,4.1922078132629395
30.58,40.59,68,0.05,4052,200956,2931,12497,0.0001,1.4102567434310913
30.11,40.12,68,0.05,4056,201080,2931,12505,0.0001,6.539456844329834
29.81,39.82,68,0.05,4060,201364,2930,12523,0.0001,5.64489221572876
31.31,40.33,68,0.05,4064,201504,2930,12531,0.0001,10.540815353393555
32.25,40.28,68,0.05,4068,201628,2929,12539,0.0001,1.943543791770935
31.87,39.9,68,0.05,4072,201772,2929,12548,0.0001,1.9274771213531494
31.49,39.52,68,0.05,4076,201928,2928,12558,0.0001,6.844323635101318
31.27,39.3,69,0.05,4080,202124,2928,12570,0.0001,4.599184036254883
31.54,39.57,69,0.05,4084,202248,2927,12578,0.0001,2.91009783744812
31.36,39.39,69,0.05,4088,202384,2927,12586,0.0001,5.887876033782959
31.45,39.48,69,0.05,4092,202508,2926,12594,0.0001,3.0512659549713135
31.62,39.65,69,0.05,4096,202700,2926,12606,0.0001,2.2485949993133545
31.47,39.5,69,0.05,4100,202856,2924,12616,0.0001,5.4155988693237305
31.3,39.33,69,0.05,4104,202980,2924,12624,0.0001,3.9718384742736816
32.15,40.18,69,0.05,4108,203208,2924,12638,0.0001,5.716821670532227
32.22,40.25,69,0.05,4112,203332,2923,12646,0.0001,1.1321536302566528
31.94,39.97,69,0.05,4116,203456,2923,12653,0.0001,3.8936867713928223
31.75,39.78,69,0.05,4120,203656,2923,12666,0.0001,7.967458724975586
31.52,39.55,69,0.05,4124,203816,2922,12676,0.0001,6.311880111694336
31.03,39.06,69,0.05,4128,203940,2922,12684,0.0001,4.207667827606201
30.84,38.87,69,0.05,4132,204120,2921,12695,0.0001,3.6052582263946533
31.98,39.02,69,0.05,4136,204304,2921,12706,0.0001,1.7437057495117188
32.74,39.78,70,0.05,4140,204504,2920,12719,0.0001,8.399354934692383
32.74,39.78,70,0.05,4144,204628,2920,12727,0.0001,8.281808853149414
31.05,39.08,70,0.05,4148,204796,2919,12737,0.0001,6.361518859863281
31.27,39.3,70,0.05,4152,204996,2919,12750,0.0001,1.007041335105896
31.83,39.86,70,0.05,4156,205136,2919,12758,0.0001,4.312219619750977
31.65,39.68,70,0.05,4160,205268,2918,12767,0.0001,5.150649070739746
30.04,39.06,70,0.05,4164,205396,2918,12775,0.0001,0.4245305061340332
28.72,38.73,70,0.05,4168,205520,2918,12782,0.0001,1.0416631698608398
29.22,39.23,70,0.05,4172,205692,2917,12793,0.0001,2.406501054763794
29.6,39.61,70,0.05,4176,205868,2917,12804,0.0001,2.7481603622436523
29.22,39.23,70,0.05,4180,205992,2916,12812,0.0001,2.040817975997925
29.44,39.45,70,0.05,4184,206204,2916,12825,0.0001,1.5042779445648193
30.17,40.18,70,0.05,4188,206448,2915,12840,0.0001,1.4596397876739502
31.38,40.4,70,0.05,4192,206572,2915,12848,0.0001,9.837495803833008
30.64,39.66,70,0.05,4196,206696,2914,12856,0.0001,0.6303473711013794
30.71,39.73,71,0.05,4200,206848,2913,12865,0.0001,5.903933525085449
30.71,39.73,71,0.05,4204,206972,2912,12873,0.0001,1.079073190689087
30.48,39.5,71,0.05,4208,207164,2912,12885,0.0001,1.9326616525650024
30.6,39.62,71,0.05,4212,207356,2911,12897,0.0001,5.115410327911377
31.04,40.06,71,0.05,4216,207512,2911,12907,0.0001,0.5521677732467651
30.75,39.77,71,0.05,4220,207636,2910,12915,0.0001,1.8368650674819946
30.77,39.79,71,0.05,4224,207824,2910,12926,0.0001,3.60298490524292
30.94,39.96,71,0.05,4228,207948,2909,12934,0.0001,8.303382873535156
30.75,39.77,71,0.05,4232,208072,2909,12942,0.0001,1.7555276155471802
29.29,39.3,71,0.05,4236,208272,2909,12954,0.0001,4.328387260437012
28.93,38.94,71,0.05,4240,208408,2908,12963,0.0001,3.9483323097229004
29.21,39.22,71,0.05,4244,208532,2908,12971,0.0001,2.0179991722106934
29.51,39.52,71,0.05,4248,208700,2908,12981,0.0001,2.506282091140747
29.12,39.13,71,0.05,4252,208852,2908,12991,0.0001,0.5626060366630554
28.95,38.96,71,0.05,4256,208988,2907,12999,0.0001,0.6475704908370972
29.41,39.42,71,0.05,4260,209188,2907,13012,0.0001,2.101048707962036
29.65,39.66,72,0.05,4264,209356,2907,13022,0.0001,4.757230281829834
29.65,39.66,72,0.05,4268,209480,2906,13030,0.0001,4.334618091583252
28.96,38.97,72,0.05,4272,209604,2906,13038,0.0001,3.6058642864227295
28.94,38.95,72,0.05,4276,209728,2906,13045,0.0001,5.9122419357299805
29.32,39.33,72,0.05,4280,209928,2905,13058,0.0001,1.4071192741394043
29.43,39.44,72,0.05,4284,210128,2905,13070,0.0001,6.919256210327148
29.47,39.48,72,0.05,4288,210328,2904,13083,0.0001,4.501999855041504
27.72,38.72,72,0.05,4292,210452,2904,13091,0.0001,3.860605001449585
29.54,39.55,72,0.05,4296,210620,2904,13101,0.0001,3.7358951568603516
29.66,39.67,72,0.05,4300,210820,2903,13114,0.0001,1.4865939617156982
29.85,39.86,72,0.05,4304,210944,2902,13121,0.0001,1.8831214904785156
29.23,39.24,72,0.05,4308,211124,2902,13133,0.0001,4.101700782775879
29.23,39.24,72,0.05,4312,211248,2902,13140,0.0001,2.0878353118896484
28.79,38.8,72,0.05,4316,211372,2901,13148,0.0001,3.6260859966278076
28.76,38.77,72,0.05,4320,211496,2901,13156,0.0001,1.0223567485809326
28.23,38.24,72,0.05,4324,211620,2900,13164,0.0001,8.959348678588867
28.59,38.6,73,0.05,4328,211804,2900,13175,0.0001,0.07996335625648499
28.85,38.86,73,0.05,4332,211956,2899,13185,0.0001,5.932998180389404
28.79,38.8,73,0.05,4336,212144,2899,13196,0.0001,0.9649559259414673
28.58,38.59,73,0.05,4340,212296,2898,13206,0.0001,2.0054595470428467
28.7,38.71,73,0.05,4344,212448,2898,13215,0.0001,0.035391390323638916
