timesteps,reward
2544,[-0.5 -0.5  0.1  0.1]
2548,[-0.5 -0.5  0.1 -0.5]
2552,[-0.5 -0.5  0.1 -0.5]
2556,[-0.5 -0.5  0.1 -0.5]
2560,[-0.5 -0.5  0.1 -0.5]
2564,[-0.5 -0.5  0.1 -0.5]
2568,[-0.5 -0.5  0.1 -0.5]
2572,[-0.5 -0.5  0.1 -0.5]
2576,[-0.5 -0.5  0.1 -0.5]
2580,[-0.5 -0.5  0.1 -0.5]
2584,[-0.5 -0.5  0.1 -0.5]
2588,[-0.5 -0.5  0.1 -0.5]
2592,[-0.5 -0.5  0.1 -0.5]
2596,[-0.5 -0.5 -0.5 -0.5]
2600,[-1. -1. -1. -1.]
2604,[0.1 0.1 0.1 0.1]
2608,[0.1 0.1 0.1 0.1]
2612,[0.1 0.1 0.1 0.1]
2616,[0.1 0.1 0.1 0.1]
2620,[0.1 0.1 0.1 0.1]
2624,[0.1 0.1 0.1 0.1]
2628,[0.1 0.1 0.1 0.1]
2632,[0.1 0.1 0.1 0.1]
2636,[0.1 0.1 0.1 0.1]
2640,[0.1 0.1 0.1 0.1]
2644,[0.1 0.1 0.1 0.1]
2648,[0.1 0.1 0.1 0.1]
2652,[0.1 0.1 0.1 0.1]
2656,[0.1 0.1 0.1 0.1]
2660,[0.1 0.1 0.1 0.1]
2664,[0.1 0.1 0.1 0.1]
2668,[0.1 0.1 0.1 0.1]
2672,[0.1 0.1 0.1 0.1]
2676,[0.1 0.1 0.1 0.1]
2680,[0.1 0.1 0.1 0.1]
2684,[0.1 0.1 0.1 0.1]
2688,[0.1 0.1 0.1 0.1]
2692,[0.1 0.1 0.1 0.1]
2696,[0.1 0.1 0.1 0.1]
2700,[0.1 0.1 0.1 0.1]
2704,[0.1 0.1 0.1 0.1]
2708,[0.1 0.1 0.1 0.1]
2712,[0.1 0.1 0.1 0.1]
2716,[0.1 0.1 0.1 0.1]
2720,[0.1 0.1 0.1 0.1]
2724,[ 0.1  0.1  0.1 -0.5]
2728,[ 0.1  0.1 -0.5 -0.5]
2732,[-0.5  0.1 -0.5 -0.5]
2736,[-0.5  0.1 -0.5 -0.5]
2740,[-0.5  0.1 -0.5 -0.5]
2744,[-0.5  0.1 -0.5 -0.5]
2748,[-0.5  0.1 -0.5 -0.5]
2752,[-0.5 -0.5 -0.5 -0.5]
2756,[-0.5 -0.5 -0.5 -0.5]
2760,[-0.5 -0.5 -0.5 -0.5]
2764,[-0.5 -0.5 -0.5 -0.5]
2768,[-0.5 -0.5 -0.5 -0.5]
2772,[-0.5 -0.5 -0.5 -0.5]
2776,[-0.5 -0.5 -0.5 -0.5]
2780,[-0.5 -0.5 -0.5 -0.5]
2784,[-0.5 -0.5 -0.5 -0.5]
2788,[-0.5 -0.5 -0.5 -0.5]
2792,[-0.5 -0.5 -0.5 -0.5]
2796,[-0.5 -0.5 -0.5 -0.5]
2800,[-1. -1. -1. -1.]
2804,[0.1 0.1 0.1 0.1]
2808,[0.1 0.1 0.1 0.1]
2812,[0.1 0.1 0.1 0.1]
2816,[0.1 0.1 0.1 0.1]
2820,[0.1 0.1 0.1 0.1]
2824,[0.1 0.1 0.1 0.1]
2828,[0.1 0.1 0.1 0.1]
2832,[0.1 0.1 0.1 0.1]
2836,[0.1 0.1 0.1 0.1]
2840,[0.1 0.1 0.1 0.1]
2844,[0.1 0.1 0.1 0.1]
2848,[0.1 0.1 0.1 0.1]
2852,[0.1 0.1 0.1 0.1]
2856,[0.1 0.1 0.1 0.1]
2860,[0.1 0.1 0.1 0.1]
2864,[0.1 0.1 0.1 0.1]
2868,[0.1 0.1 0.1 0.1]
2872,[0.1 0.1 0.1 0.1]
2876,[0.1 0.1 0.1 0.1]
2880,[0.1 0.1 0.1 0.1]
2884,[0.1 0.1 0.1 0.1]
2888,[0.1 0.1 0.1 0.1]
2892,[0.1 0.1 0.1 0.1]
2896,[0.1 0.1 0.1 0.1]
2900,[0.1 0.1 0.1 0.1]
2904,[0.1 0.1 0.1 0.1]
2908,[0.1 0.1 0.1 0.1]
2912,[0.1 0.1 0.1 0.1]
2916,[ 0.1 -0.5  0.1  0.1]
2920,[ 0.1 -0.5  0.1  0.1]
2924,[-0.5 -0.5 -0.5  0.1]
2928,[-0.5 -0.5 -0.5  0.1]
2932,[-0.5 -0.5 -0.5  0.1]
2936,[-0.5 -0.5 -0.5  0.1]
2940,[-0.5 -0.5 -0.5  0.1]
2944,[-0.5 -0.5 -0.5  0.1]
2948,[-0.5 -0.5 -0.5  0.1]
2952,[-0.5 -0.5 -0.5 -0.5]
2956,[-0.5 -0.5 -0.5 -0.5]
2960,[-0.5 -0.5 -0.5 -0.5]
2964,[-0.5 -0.5 -0.5 -0.5]
2968,[-0.5 -0.5 -0.5 -0.5]
2972,[-0.5 -0.5 -0.5 -0.5]
2976,[-0.5 -0.5 -0.5 -0.5]
2980,[-0.5 -0.5 -0.5 -0.5]
2984,[-0.5 -0.5 -0.5 -0.5]
2988,[-0.5 -0.5 -0.5 -0.5]
2992,[-0.5 -0.5 -0.5 -0.5]
2996,[-0.5 -0.5 -0.5 -0.5]
3000,[-1. -1. -1. -1.]
3004,[0.1 0.1 0.1 0.1]
3008,[0.1 0.1 0.1 0.1]
3012,[0.1 0.1 0.1 0.1]
3016,[0.1 0.1 0.1 0.1]
3020,[0.1 0.1 0.1 0.1]
3024,[0.1 0.1 0.1 0.1]
3028,[0.1 0.1 0.1 0.1]
3032,[0.1 0.1 0.1 0.1]
3036,[0.1 0.1 0.1 0.1]
3040,[0.1 0.1 0.1 0.1]
3044,[0.1 0.1 0.1 0.1]
3048,[0.1 0.1 0.1 0.1]
3052,[0.1 0.1 0.1 0.1]
3056,[0.1 0.1 0.1 0.1]
3060,[0.1 0.1 0.1 0.1]
3064,[0.1 0.1 0.1 0.1]
3068,[0.1 0.1 0.1 0.1]
3072,[0.1 0.1 0.1 0.1]
3076,[0.1 0.1 0.1 0.1]
3080,[0.1 0.1 0.1 0.1]
3084,[0.1 0.1 0.1 0.1]
3088,[0.1 0.1 0.1 0.1]
3092,[0.1 0.1 0.1 0.1]
3096,[0.1 0.1 0.1 0.1]
3100,[0.1 0.1 0.1 0.1]
3104,[0.1 0.1 0.1 0.1]
3108,[0.1 0.1 0.1 0.1]
3112,[0.1 0.1 0.1 0.1]
3116,[0.1 0.1 0.1 0.1]
3120,[0.1 0.1 0.1 0.1]
3124,[0.1 0.1 0.1 0.1]
3128,[0.1 0.1 0.1 0.1]
3132,[ 0.1 -0.5 -0.5  0.1]
3136,[-0.5 -0.5 -0.5  0.1]
3140,[-0.5 -0.5 -0.5  0.1]
3144,[-0.5 -0.5 -0.5  0.1]
3148,[-0.5 -0.5 -0.5  0.1]
3152,[-0.5 -0.5 -0.5  0.1]
3156,[-0.5 -0.5 -0.5  0.1]
3160,[-0.5 -0.5 -0.5 -0.5]
3164,[-0.5 -0.5 -0.5 -0.5]
3168,[-0.5 -0.5 -0.5 -0.5]
3172,[-0.5 -0.5 -0.5 -0.5]
3176,[-0.5 -0.5 -0.5 -0.5]
3180,[-0.5 -0.5 -0.5 -0.5]
3184,[-0.5 -0.5 -0.5 -0.5]
3188,[-0.5 -0.5 -0.5 -0.5]
3192,[-0.5 -0.5 -0.5 -0.5]
3196,[-0.5 -0.5 -0.5 -0.5]
3200,[-1. -1. -1. -1.]
3204,[0.1 0.1 0.1 0.1]
3208,[0.1 0.1 0.1 0.1]
3212,[0.1 0.1 0.1 0.1]
3216,[0.1 0.1 0.1 0.1]
3220,[0.1 0.1 0.1 0.1]
3224,[0.1 0.1 0.1 0.1]
3228,[0.1 0.1 0.1 0.1]
3232,[0.1 0.1 0.1 0.1]
3236,[0.1 0.1 0.1 0.1]
3240,[0.1 0.1 0.1 0.1]
3244,[0.1 0.1 0.1 0.1]
3248,[0.1 0.1 0.1 0.1]
3252,[0.1 0.1 0.1 0.1]
3256,[0.1 0.1 0.1 0.1]
3260,[0.1 0.1 0.1 0.1]
3264,[0.1 0.1 0.1 0.1]
3268,[0.1 0.1 0.1 0.1]
3272,[0.1 0.1 0.1 0.1]
3276,[0.1 0.1 0.1 0.1]
3280,[0.1 0.1 0.1 0.1]
3284,[0.1 0.1 0.1 0.1]
3288,[0.1 0.1 0.1 0.1]
3292,[0.1 0.1 0.1 0.1]
3296,[0.1 0.1 0.1 0.1]
3300,[0.1 0.1 0.1 0.1]
3304,[0.1 0.1 0.1 0.1]
3308,[0.1 0.1 0.1 0.1]
3312,[0.1 0.1 0.1 0.1]
3316,[0.1 0.1 0.1 0.1]
3320,[0.1 0.1 0.1 0.1]
3324,[0.1 0.1 0.1 0.1]
3328,[0.1 0.1 0.1 0.1]
3332,[0.1 0.1 0.1 0.1]
3336,[-0.5  0.1  0.1  0.1]
3340,[-0.5  0.1  0.1  0.1]
3344,[-0.5  0.1  0.1  0.1]
3348,[-0.5  0.1 -0.5  0.1]
3352,[-0.5  0.1 -0.5  0.1]
3356,[-0.5  0.1 -0.5  0.1]
3360,[-0.5  0.1 -0.5  0.1]
3364,[-0.5  0.1 -0.5  0.1]
3368,[-0.5  0.1 -0.5  0.1]
3372,[-0.5  0.1 -0.5 -0.5]
3376,[-0.5  0.1 -0.5 -0.5]
3380,[-0.5 -0.5 -0.5 -0.5]
3384,[-0.5 -0.5 -0.5 -0.5]
3388,[-0.5 -0.5 -0.5 -0.5]
3392,[-0.5 -0.5 -0.5 -0.5]
3396,[-0.5 -0.5 -0.5 -0.5]
3400,[-1. -1. -1. -1.]
3404,[0.1 0.1 0.1 0.1]
3408,[0.1 0.1 0.1 0.1]
3412,[0.1 0.1 0.1 0.1]
3416,[0.1 0.1 0.1 0.1]
3420,[0.1 0.1 0.1 0.1]
3424,[0.1 0.1 0.1 0.1]
3428,[0.1 0.1 0.1 0.1]
3432,[0.1 0.1 0.1 0.1]
3436,[0.1 0.1 0.1 0.1]
3440,[0.1 0.1 0.1 0.1]
3444,[0.1 0.1 0.1 0.1]
3448,[0.1 0.1 0.1 0.1]
3452,[0.1 0.1 0.1 0.1]
3456,[0.1 0.1 0.1 0.1]
3460,[0.1 0.1 0.1 0.1]
3464,[0.1 0.1 0.1 0.1]
3468,[0.1 0.1 0.1 0.1]
3472,[0.1 0.1 0.1 0.1]
3476,[0.1 0.1 0.1 0.1]
3480,[0.1 0.1 0.1 0.1]
3484,[0.1 0.1 0.1 0.1]
3488,[0.1 0.1 0.1 0.1]
3492,[0.1 0.1 0.1 0.1]
3496,[0.1 0.1 0.1 0.1]
3500,[0.1 0.1 0.1 0.1]
3504,[0.1 0.1 0.1 0.1]
3508,[0.1 0.1 0.1 0.1]
3512,[0.1 0.1 0.1 0.1]
3516,[0.1 0.1 0.1 0.1]
3520,[0.1 0.1 0.1 0.1]
3524,[0.1 0.1 0.1 0.1]
3528,[0.1 0.1 0.1 0.1]
3532,[0.1 0.1 0.1 0.1]
3536,[0.1 0.1 0.1 0.1]
3540,[0.1 0.1 0.1 0.1]
3544,[0.1 0.1 0.1 0.1]
3548,[ 0.1  0.1 -0.5 -0.5]
3552,[ 0.1  0.1 -0.5 -0.5]
3556,[-0.5  0.1 -0.5 -0.5]
3560,[-0.5  0.1 -0.5 -0.5]
3564,[-0.5  0.1 -0.5 -0.5]
3568,[-0.5 -0.5 -0.5 -0.5]
3572,[-0.5 -0.5 -0.5 -0.5]
3576,[-0.5 -0.5 -0.5 -0.5]
3580,[-0.5 -0.5 -0.5 -0.5]
3584,[-0.5 -0.5 -0.5 -0.5]
3588,[-0.5 -0.5 -0.5 -0.5]
3592,[-0.5 -0.5 -0.5 -0.5]
3596,[-0.5 -0.5 -0.5 -0.5]
3600,[-1. -1. -1. -1.]
3604,[0.1 0.1 0.1 0.1]
3608,[0.1 0.1 0.1 0.1]
3612,[0.1 0.1 0.1 0.1]
3616,[0.1 0.1 0.1 0.1]
3620,[0.1 0.1 0.1 0.1]
3624,[0.1 0.1 0.1 0.1]
3628,[0.1 0.1 0.1 0.1]
3632,[0.1 0.1 0.1 0.1]
3636,[0.1 0.1 0.1 0.1]
3640,[0.1 0.1 0.1 0.1]
3644,[0.1 0.1 0.1 0.1]
3648,[0.1 0.1 0.1 0.1]
3652,[0.1 0.1 0.1 0.1]
3656,[0.1 0.1 0.1 0.1]
3660,[0.1 0.1 0.1 0.1]
3664,[0.1 0.1 0.1 0.1]
3668,[0.1 0.1 0.1 0.1]
3672,[0.1 0.1 0.1 0.1]
3676,[0.1 0.1 0.1 0.1]
3680,[0.1 0.1 0.1 0.1]
3684,[0.1 0.1 0.1 0.1]
3688,[0.1 0.1 0.1 0.1]
3692,[0.1 0.1 0.1 0.1]
3696,[0.1 0.1 0.1 0.1]
3700,[0.1 0.1 0.1 0.1]
3704,[0.1 0.1 0.1 0.1]
3708,[0.1 0.1 0.1 0.1]
3712,[0.1 0.1 0.1 0.1]
3716,[0.1 0.1 0.1 0.1]
3720,[0.1 0.1 0.1 0.1]
3724,[0.1 0.1 0.1 0.1]
3728,[0.1 0.1 0.1 0.1]
3732,[0.1 0.1 0.1 0.1]
3736,[0.1 0.1 0.1 0.1]
3740,[0.1 0.1 0.1 0.1]
3744,[ 0.1  0.1  0.1 -0.5]
3748,[-0.5  0.1  0.1 -0.5]
3752,[-0.5 -0.5 -0.5 -0.5]
3756,[-0.5 -0.5 -0.5 -0.5]
3760,[-0.5 -0.5 -0.5 -0.5]
3764,[-0.5 -0.5 -0.5 -0.5]
3768,[-0.5 -0.5 -0.5 -0.5]
3772,[-0.5 -0.5 -0.5 -0.5]
3776,[-0.5 -0.5 -0.5 -0.5]
3780,[-0.5 -0.5 -0.5 -0.5]
3784,[-0.5 -0.5 -0.5 -0.5]
3788,[-0.5 -0.5 -0.5 -0.5]
3792,[-0.5 -0.5 -0.5 -0.5]
3796,[-0.5 -0.5 -0.5 -0.5]
3800,[-1. -1. -1. -1.]
3804,[0.1 0.1 0.1 0.1]
3808,[0.1 0.1 0.1 0.1]
3812,[0.1 0.1 0.1 0.1]
3816,[0.1 0.1 0.1 0.1]
3820,[0.1 0.1 0.1 0.1]
3824,[0.1 0.1 0.1 0.1]
3828,[0.1 0.1 0.1 0.1]
3832,[0.1 0.1 0.1 0.1]
3836,[0.1 0.1 0.1 0.1]
3840,[0.1 0.1 0.1 0.1]
3844,[0.1 0.1 0.1 0.1]
3848,[0.1 0.1 0.1 0.1]
3852,[0.1 0.1 0.1 0.1]
3856,[0.1 0.1 0.1 0.1]
3860,[0.1 0.1 0.1 0.1]
3864,[0.1 0.1 0.1 0.1]
3868,[0.1 0.1 0.1 0.1]
3872,[0.1 0.1 0.1 0.1]
3876,[0.1 0.1 0.1 0.1]
3880,[0.1 0.1 0.1 0.1]
3884,[0.1 0.1 0.1 0.1]
3888,[0.1 0.1 0.1 0.1]
3892,[0.1 0.1 0.1 0.1]
3896,[0.1 0.1 0.1 0.1]
3900,[0.1 0.1 0.1 0.1]
3904,[0.1 0.1 0.1 0.1]
3908,[0.1 0.1 0.1 0.1]
3912,[0.1 0.1 0.1 0.1]
3916,[0.1 0.1 0.1 0.1]
3920,[ 0.1 -0.5  0.1  0.1]
3924,[ 0.1 -0.5  0.1  0.1]
3928,[ 0.1 -0.5  0.1  0.1]
3932,[ 0.1 -0.5  0.1  0.1]
3936,[ 0.1 -0.5  0.1  0.1]
3940,[ 0.1 -0.5  0.1  0.1]
3944,[ 0.1 -0.5  0.1  0.1]
3948,[ 0.1 -0.5  0.1  0.1]
3952,[ 0.1 -0.5  0.1  0.1]
3956,[ 0.1 -0.5  0.1  0.1]
3960,[ 0.1 -0.5  0.1  0.1]
3964,[ 0.1 -0.5  0.1  0.1]
3968,[-0.5 -0.5  0.1  0.1]
3972,[-0.5 -0.5  0.1  0.1]
3976,[-0.5 -0.5  0.1 -0.5]
3980,[-0.5 -0.5  0.1 -0.5]
3984,[-0.5 -0.5 -0.5 -0.5]
3988,[-0.5 -0.5 -0.5 -0.5]
3992,[-0.5 -0.5 -0.5 -0.5]
3996,[-0.5 -0.5 -0.5 -0.5]
4000,[-1. -1. -1. -1.]
4004,[0.1 0.1 0.1 0.1]
4008,[0.1 0.1 0.1 0.1]
4012,[0.1 0.1 0.1 0.1]
4016,[0.1 0.1 0.1 0.1]
4020,[0.1 0.1 0.1 0.1]
4024,[0.1 0.1 0.1 0.1]
4028,[0.1 0.1 0.1 0.1]
4032,[0.1 0.1 0.1 0.1]
4036,[0.1 0.1 0.1 0.1]
4040,[0.1 0.1 0.1 0.1]
4044,[0.1 0.1 0.1 0.1]
4048,[0.1 0.1 0.1 0.1]
4052,[0.1 0.1 0.1 0.1]
4056,[0.1 0.1 0.1 0.1]
4060,[0.1 0.1 0.1 0.1]
4064,[0.1 0.1 0.1 0.1]
4068,[0.1 0.1 0.1 0.1]
4072,[0.1 0.1 0.1 0.1]
4076,[0.1 0.1 0.1 0.1]
4080,[0.1 0.1 0.1 0.1]
4084,[0.1 0.1 0.1 0.1]
4088,[0.1 0.1 0.1 0.1]
4092,[0.1 0.1 0.1 0.1]
4096,[0.1 0.1 0.1 0.1]
4100,[0.1 0.1 0.1 0.1]
4104,[0.1 0.1 0.1 0.1]
4108,[0.1 0.1 0.1 0.1]
4112,[0.1 0.1 0.1 0.1]
4116,[0.1 0.1 0.1 0.1]
4120,[0.1 0.1 0.1 0.1]
4124,[0.1 0.1 0.1 0.1]
4128,[0.1 0.1 0.1 0.1]
4132,[0.1 0.1 0.1 0.1]
4136,[0.1 0.1 0.1 0.1]
4140,[0.1 0.1 0.1 0.1]
4144,[0.1 0.1 0.1 0.1]
4148,[0.1 0.1 0.1 0.1]
4152,[0.1 0.1 0.1 0.1]
4156,[ 0.1  0.1  0.1 -0.5]
4160,[ 0.1  0.1  0.1 -0.5]
4164,[ 0.1  0.1  0.1 -0.5]
4168,[ 0.1  0.1  0.1 -0.5]
4172,[ 0.1  0.1  0.1 -0.5]
4176,[ 0.1 -0.5  0.1 -0.5]
4180,[ 0.1 -0.5 -0.5 -0.5]
4184,[ 0.1 -0.5 -0.5 -0.5]
4188,[-0.5 -0.5 -0.5 -0.5]
4192,[-0.5 -0.5 -0.5 -0.5]
4196,[-0.5 -0.5 -0.5 -0.5]
4200,[-1. -1. -1. -1.]
4204,[0.1 0.1 0.1 0.1]
4208,[0.1 0.1 0.1 0.1]
4212,[0.1 0.1 0.1 0.1]
4216,[0.1 0.1 0.1 0.1]
4220,[0.1 0.1 0.1 0.1]
4224,[0.1 0.1 0.1 0.1]
4228,[0.1 0.1 0.1 0.1]
4232,[0.1 0.1 0.1 0.1]
4236,[0.1 0.1 0.1 0.1]
4240,[0.1 0.1 0.1 0.1]
4244,[0.1 0.1 0.1 0.1]
4248,[0.1 0.1 0.1 0.1]
4252,[0.1 0.1 0.1 0.1]
4256,[0.1 0.1 0.1 0.1]
4260,[0.1 0.1 0.1 0.1]
4264,[0.1 0.1 0.1 0.1]
4268,[0.1 0.1 0.1 0.1]
4272,[0.1 0.1 0.1 0.1]
4276,[0.1 0.1 0.1 0.1]
4280,[0.1 0.1 0.1 0.1]
4284,[0.1 0.1 0.1 0.1]
4288,[0.1 0.1 0.1 0.1]
4292,[0.1 0.1 0.1 0.1]
4296,[0.1 0.1 0.1 0.1]
4300,[0.1 0.1 0.1 0.1]
4304,[0.1 0.1 0.1 0.1]
4308,[0.1 0.1 0.1 0.1]
4312,[0.1 0.1 0.1 0.1]
4316,[0.1 0.1 0.1 0.1]
4320,[0.1 0.1 0.1 0.1]
4324,[0.1 0.1 0.1 0.1]
4328,[0.1 0.1 0.1 0.1]
4332,[0.1 0.1 0.1 0.1]
4336,[0.1 0.1 0.1 0.1]
4340,[0.1 0.1 0.1 0.1]
4344,[0.1 0.1 0.1 0.1]
4348,[0.1 0.1 0.1 0.1]
4352,[-0.5  0.1  0.1  0.1]
4356,[-0.5  0.1  0.1  0.1]
4360,[-0.5  0.1  0.1  0.1]
4364,[-0.5 -0.5  0.1  0.1]
4368,[-0.5 -0.5  0.1 -0.5]
4372,[-0.5 -0.5  0.1 -0.5]
4376,[-0.5 -0.5  0.1 -0.5]
4380,[-0.5 -0.5  0.1 -0.5]
4384,[-0.5 -0.5  0.1 -0.5]
4388,[-0.5 -0.5  0.1 -0.5]
4392,[-0.5 -0.5  0.1 -0.5]
4396,[-0.5 -0.5  0.1 -0.5]
4400,[-1. -1. -1. -1.]
4404,[0.1 0.1 0.1 0.1]
4408,[0.1 0.1 0.1 0.1]
4412,[0.1 0.1 0.1 0.1]
4416,[0.1 0.1 0.1 0.1]
4420,[0.1 0.1 0.1 0.1]
4424,[0.1 0.1 0.1 0.1]
4428,[0.1 0.1 0.1 0.1]
4432,[0.1 0.1 0.1 0.1]
4436,[0.1 0.1 0.1 0.1]
4440,[0.1 0.1 0.1 0.1]
4444,[0.1 0.1 0.1 0.1]
4448,[0.1 0.1 0.1 0.1]
4452,[0.1 0.1 0.1 0.1]
4456,[0.1 0.1 0.1 0.1]
4460,[0.1 0.1 0.1 0.1]
4464,[0.1 0.1 0.1 0.1]
4468,[0.1 0.1 0.1 0.1]
4472,[0.1 0.1 0.1 0.1]
4476,[0.1 0.1 0.1 0.1]
4480,[0.1 0.1 0.1 0.1]
4484,[0.1 0.1 0.1 0.1]
4488,[0.1 0.1 0.1 0.1]
4492,[0.1 0.1 0.1 0.1]
4496,[0.1 0.1 0.1 0.1]
4500,[0.1 0.1 0.1 0.1]
4504,[0.1 0.1 0.1 0.1]
4508,[0.1 0.1 0.1 0.1]
4512,[0.1 0.1 0.1 0.1]
4516,[0.1 0.1 0.1 0.1]
4520,[0.1 0.1 0.1 0.1]
4524,[0.1 0.1 0.1 0.1]
4528,[0.1 0.1 0.1 0.1]
4532,[0.1 0.1 0.1 0.1]
4536,[ 0.1 -0.5  0.1  0.1]
4540,[ 0.1 -0.5  0.1  0.1]
4544,[ 0.1 -0.5  0.1 -0.5]
4548,[ 0.1 -0.5  0.1 -0.5]
4552,[ 0.1 -0.5  0.1 -0.5]
4556,[ 0.1 -0.5  0.1 -0.5]
4560,[ 0.1 -0.5 -0.5 -0.5]
4564,[ 0.1 -0.5 -0.5 -0.5]
4568,[-0.5 -0.5 -0.5 -0.5]
4572,[-0.5 -0.5 -0.5 -0.5]
4576,[-0.5 -0.5 -0.5 -0.5]
4580,[-0.5 -0.5 -0.5 -0.5]
4584,[-0.5 -0.5 -0.5 -0.5]
4588,[-0.5 -0.5 -0.5 -0.5]
4592,[-0.5 -0.5 -0.5 -0.5]
4596,[-0.5 -0.5 -0.5 -0.5]
4600,[-1. -1. -1. -1.]
4604,[0.1 0.1 0.1 0.1]
4608,[0.1 0.1 0.1 0.1]
4612,[0.1 0.1 0.1 0.1]
4616,[0.1 0.1 0.1 0.1]
4620,[0.1 0.1 0.1 0.1]
4624,[0.1 0.1 0.1 0.1]
4628,[0.1 0.1 0.1 0.1]
4632,[0.1 0.1 0.1 0.1]
4636,[0.1 0.1 0.1 0.1]
4640,[0.1 0.1 0.1 0.1]
4644,[0.1 0.1 0.1 0.1]
4648,[0.1 0.1 0.1 0.1]
4652,[0.1 0.1 0.1 0.1]
4656,[0.1 0.1 0.1 0.1]
4660,[0.1 0.1 0.1 0.1]
4664,[0.1 0.1 0.1 0.1]
4668,[0.1 0.1 0.1 0.1]
4672,[0.1 0.1 0.1 0.1]
4676,[0.1 0.1 0.1 0.1]
4680,[0.1 0.1 0.1 0.1]
4684,[0.1 0.1 0.1 0.1]
4688,[0.1 0.1 0.1 0.1]
4692,[0.1 0.1 0.1 0.1]
4696,[0.1 0.1 0.1 0.1]
4700,[0.1 0.1 0.1 0.1]
4704,[0.1 0.1 0.1 0.1]
4708,[0.1 0.1 0.1 0.1]
4712,[0.1 0.1 0.1 0.1]
4716,[0.1 0.1 0.1 0.1]
4720,[0.1 0.1 0.1 0.1]
4724,[0.1 0.1 0.1 0.1]
4728,[ 0.1 -0.5  0.1  0.1]
4732,[ 0.1 -0.5  0.1  0.1]
4736,[ 0.1 -0.5  0.1  0.1]
4740,[ 0.1 -0.5  0.1  0.1]
4744,[-0.5 -0.5  0.1  0.1]
4748,[-0.5 -0.5  0.1  0.1]
4752,[-0.5 -0.5  0.1  0.1]
4756,[-0.5 -0.5  0.1  0.1]
4760,[-0.5 -0.5  0.1  0.1]
4764,[-0.5 -0.5  0.1  0.1]
4768,[-0.5 -0.5  0.1  0.1]
4772,[-0.5 -0.5  0.1  0.1]
4776,[-0.5 -0.5  0.1  0.1]
4780,[-0.5 -0.5  0.1  0.1]
4784,[-0.5 -0.5 -0.5  0.1]
4788,[-0.5 -0.5 -0.5 -0.5]
4792,[-0.5 -0.5 -0.5 -0.5]
4796,[-0.5 -0.5 -0.5 -0.5]
4800,[-1. -1. -1. -1.]
4804,[0.1 0.1 0.1 0.1]
4808,[0.1 0.1 0.1 0.1]
4812,[0.1 0.1 0.1 0.1]
4816,[0.1 0.1 0.1 0.1]
4820,[0.1 0.1 0.1 0.1]
4824,[0.1 0.1 0.1 0.1]
4828,[0.1 0.1 0.1 0.1]
4832,[0.1 0.1 0.1 0.1]
4836,[0.1 0.1 0.1 0.1]
4840,[0.1 0.1 0.1 0.1]
4844,[0.1 0.1 0.1 0.1]
4848,[0.1 0.1 0.1 0.1]
4852,[0.1 0.1 0.1 0.1]
4856,[0.1 0.1 0.1 0.1]
4860,[0.1 0.1 0.1 0.1]
4864,[0.1 0.1 0.1 0.1]
4868,[0.1 0.1 0.1 0.1]
4872,[0.1 0.1 0.1 0.1]
4876,[0.1 0.1 0.1 0.1]
4880,[0.1 0.1 0.1 0.1]
4884,[0.1 0.1 0.1 0.1]
4888,[0.1 0.1 0.1 0.1]
4892,[0.1 0.1 0.1 0.1]
4896,[0.1 0.1 0.1 0.1]
4900,[0.1 0.1 0.1 0.1]
4904,[0.1 0.1 0.1 0.1]
4908,[0.1 0.1 0.1 0.1]
4912,[0.1 0.1 0.1 0.1]
4916,[0.1 0.1 0.1 0.1]
4920,[0.1 0.1 0.1 0.1]
4924,[0.1 0.1 0.1 0.1]
4928,[0.1 0.1 0.1 0.1]
4932,[0.1 0.1 0.1 0.1]
4936,[0.1 0.1 0.1 0.1]
4940,[0.1 0.1 0.1 0.1]
4944,[ 0.1  0.1  0.1 -0.5]
4948,[ 0.1  0.1  0.1 -0.5]
4952,[ 0.1  0.1  0.1 -0.5]
4956,[ 0.1  0.1  0.1 -0.5]
4960,[ 0.1  0.1  0.1 -0.5]
4964,[ 0.1  0.1 -0.5 -0.5]
4968,[ 0.1  0.1 -0.5 -0.5]
4972,[-0.5  0.1 -0.5 -0.5]
4976,[-0.5  0.1 -0.5 -0.5]
4980,[-0.5  0.1 -0.5 -0.5]
4984,[-0.5  0.1 -0.5 -0.5]
4988,[-0.5  0.1 -0.5 -0.5]
4992,[-0.5  0.1 -0.5 -0.5]
4996,[-0.5  0.1 -0.5 -0.5]
5000,[-1. -1. -1. -1.]
5004,[0.1 0.1 0.1 0.1]
5008,[0.1 0.1 0.1 0.1]
5012,[0.1 0.1 0.1 0.1]
5016,[0.1 0.1 0.1 0.1]
5020,[0.1 0.1 0.1 0.1]
5024,[0.1 0.1 0.1 0.1]
5028,[0.1 0.1 0.1 0.1]
5032,[0.1 0.1 0.1 0.1]
5036,[0.1 0.1 0.1 0.1]
5040,[0.1 0.1 0.1 0.1]
5044,[0.1 0.1 0.1 0.1]
5048,[0.1 0.1 0.1 0.1]
5052,[0.1 0.1 0.1 0.1]
5056,[0.1 0.1 0.1 0.1]
5060,[0.1 0.1 0.1 0.1]
5064,[0.1 0.1 0.1 0.1]
5068,[0.1 0.1 0.1 0.1]
5072,[0.1 0.1 0.1 0.1]
5076,[0.1 0.1 0.1 0.1]
5080,[0.1 0.1 0.1 0.1]
