timesteps,reward
200,-26.399999678134918
400,-28.79999977350235
600,-28.79999977350235
800,-28.799999803304672
1000,-28.79999977350235
1200,-24.59999969601631
1400,-22.799999803304672
1600,-22.799999862909317
1800,-28.79999977350235
2000,-30.599999755620956
2200,-20.99999988079071
2400,-23.39999955892563
2600,-23.99999976158142
2800,-18.59999993443489
3000,-10.199999511241913
3200,-22.199999690055847
3400,-17.399999737739563
3600,-11.999999463558197
3800,-2.999999910593033
4000,-10.199999839067459
4200,-8.999999523162842
4400,-6.5999996066093445
4600,2.4000003933906555
4800,-5.999999642372131
5000,-14.399999648332596
5200,-2.999999463558197
5400,6.000000029802322
5600,4.8000001311302185
5800,5.400000333786011
6000,4.200000017881393
6200,14.300000220537186
6224,1.3000001013278961
6400,8.300000041723251
6424,1.3000001013278961
6600,15.400000303983688
6608,-0.2999999225139618
6624,0.5000000894069672
6800,16.5000002682209
6808,-0.2999999225139618
6828,-0.19999992847442627
7000,16.100000262260437
7008,-0.2999999225139618
7028,-0.19999992847442627
7212,17.30000028014183
7220,-0.2999999225139618
7228,-1.3999999463558197
7344,10.500000238418579
7428,5.100000023841858
7544,10.500000238418579
7552,-0.29999998211860657
7628,5.400000154972076
7744,10.500000238418579
7752,-0.29999998211860657
7828,5.400000154972076
7944,10.500000238418579
7952,-1.3999999463558197
8028,6.5000001192092896
8144,6.900000095367432
8152,-0.29999998211860657
8160,-0.2999999225139618
8228,5.700000107288361
8344,10.500000238418579
8352,-0.29999998211860657
8360,-0.2999999225139618
8464,9.300000160932541
8560,7.400000184774399
8580,0.9000000953674316
8612,2.1000000536441803
8712,8.900000154972076
8780,5.700000166893005
8784,-0.6999999284744263
8812,1.7000000476837158
8912,8.900000154972076
8980,5.700000166893005
8984,-0.6999999284744263
9012,1.7000000476837158
9112,8.900000154972076
9180,5.700000166893005
9184,-0.6999999284744263
9212,1.7000000476837158
9312,8.900000154972076
9380,5.700000166893005
9384,-0.6999999284744263
9452,5.700000107288361
9512,4.900000095367432
9584,6.10000017285347
9648,6.20000022649765
9688,2.9000000655651093
9712,1.3000000417232513
9784,6.10000017285347
9848,5.300000160932541
9888,2.9000000655651093
9912,1.3000000417232513
10048,13.40000033378601
10060,0.10000008344650269
10132,7.000000149011612
10232,8.900000154972076
10280,3.700000137090683
10284,-0.6999999284744263
10376,8.100000143051147
10432,4.500000089406967
10484,4.1000001430511475
10488,-0.6999999284744263
10576,7.700000137090683
10656,6.900000125169754
10684,1.7000001072883606
10688,-0.6999999284744263
10784,8.500000149011612
10856,6.100000113248825
10884,1.7000001072883606
10928,3.3000001311302185
10984,4.500000089406967
11056,6.100000113248825
11136,7.800000250339508
11272,13.400000214576721
11328,5.400000154972076
11336,-0.2999999225139618
11484,14.600000351667404
11528,3.3000000715255737
11536,-0.2999999225139618
11552,0.5000000298023224
11684,12.100000262260437
11728,3.3000000715255737
11736,-0.2999999225139618
11852,11.400000244379044
11884,2.100000113248825
11896,0.10000002384185791
11936,2.900000125169754
12052,10.500000178813934
12096,3.3000000715255737
12136,3.8000001907348633
12160,1.3000001013278961
12252,8.100000143051147
12312,4.900000095367432
12360,3.700000137090683
12388,2.60000017285347
12516,12.600000143051147
12524,-0.29999998211860657
12588,5.300000160932541
12604,0.5000000894069672
12716,10.10000017285347
12724,-0.29999998211860657
12804,6.900000184774399
12916,11.000000238418579
12932,0.5000000894069672
13024,9.000000268220901
13116,9.000000208616257
13132,0.5000000894069672
13212,6.900000125169754
13224,0.10000008344650269
13316,8.100000143051147
13372,4.500000149011612
13412,2.9000000655651093
13424,0.10000008344650269
13516,8.100000143051147
13572,4.500000149011612
13624,4.1000001430511475
13692,6.60000017285347
13716,1.3000000417232513
13800,7.300000190734863
13892,9.000000268220901
13924,2.1000000536441803
13960,3.400000125169754
14000,2.900000125169754
14156,15.400000363588333
14288,14.80000028014183
14304,0.5000000298023224
14348,3.3000001311302185
14356,-0.2999999225139618
14488,12.100000202655792
14504,0.5000000298023224
14548,3.3000001311302185
14556,-0.2999999225139618
14688,12.100000202655792
14720,2.1000000536441803
14748,1.7000001072883606
14756,-0.2999999225139618
14888,12.100000202655792
14920,2.1000000536441803
14956,2.5000001192092896
15096,13.80000028014183
15200,11.100000351667404
15236,2.5000001192092896
15296,4.900000095367432
15320,2.2000001072883606
15476,15.400000363588333
15496,1.8000001013278961
15580,7.100000232458115
15676,8.500000208616257
15696,0.9000000357627869
15780,6.200000166893005
15876,8.500000208616257
15896,0.9000000357627869
16020,11.300000250339508
16056,3.400000125169754
16076,0.9000000953674316
16240,16.200000196695328
16264,2.200000047683716
16276,-0.9999999403953552
16440,15.300000250339508
16476,1.4000000953674316
16652,18.300000369548798
16668,0.5000000298023224
16732,7.099999964237213
16820,7.700000196695328
16852,2.1000000536441803
16920,6.60000017285347
16948,1.7000001072883606
17020,6.10000017285347
17056,2.5000000596046448
17120,5.300000101327896
17216,9.400000274181366
17264,4.600000113248825
17280,0.5000000894069672
17320,2.9000000655651093
17416,8.500000208616257
17480,5.300000160932541
17504,1.3000000417232513
17520,0.5000000298023224
17704,18.20000034570694
17828,14.000000447034836
17884,4.500000089406967
17904,-0.19999992847442627
18028,11.300000250339508
18084,4.500000089406967
18104,-0.19999992847442627
18228,11.300000250339508
18344,9.200000137090683
18428,7.300000190734863
18552,11.300000190734863
18596,5.099999934434891
18680,8.200000256299973
18688,-0.29999998211860657
18800,11.000000178813934
18812,0.10000002384185791
