rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/fps,train/n_updates,train/value_loss,train/explained_variance,train/loss,train/clip_fraction,train/entropy_loss,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/clip_range
251.37,405,108.92,672,414720,616,4040,825.3396389007569,0.717598557472229,371.0101623535156,0.01142578125,-0.051187647820916025,0.000185319286538288,0.0003,0.00088177266,0.2
243.2,406,106.69,674,415744,616,4050,1003.1612161636352,0.6369202435016632,462.6127624511719,0.0150390625,-0.04887446326902136,-0.0016932821046793834,0.0003,0.0012390563,0.2
235.12,407,104.55,676,416768,616,4060,695.1635803222656,0.7147256135940552,275.7456359863281,0.00400390625,-0.04386064308346249,0.00034191604936495423,0.0003,0.0002734811,0.2
233.44,408,103.86,677,417792,616,4070,817.4779203414917,0.6968090534210205,189.68142700195312,0.0056640625,-0.04948530061519705,-3.237716155126691e-05,0.0003,0.00061217067,0.2
226.66,409,102.03,679,418816,616,4080,223.63118362426758,0.9073668345808983,105.76386260986328,0.02607421875,-0.044454336108174175,-0.002306852740002796,0.0003,0.0018655949,0.2
228.17,410,102.55,681,419840,616,4090,761.7860144615173,0.7278133034706116,405.955810546875,0.0080078125,-0.04662206262582913,-0.000446617096895352,0.0003,0.0010522715,0.2
233.27,411,103.69,682,420864,616,4100,1075.9943264007568,0.5075231790542603,551.2213745117188,0.00576171875,-0.05605514085618779,-0.0005587853607721627,0.0003,0.00044742314,0.2
237.0,412,104.45,684,421888,616,4110,840.0108676910401,0.6894334554672241,340.7790222167969,0.0232421875,-0.05445414406131022,-0.0037226726242806764,0.0003,0.001517145,0.2
234.02,413,103.45,686,422912,616,4120,487.61230421066284,0.806633859872818,276.0672607421875,0.01279296875,-0.04675803276477382,-0.0008056821883656084,0.0003,0.0009857672,0.2
228.78,414,102.17,687,423936,616,4130,788.9990840911865,0.6808314323425293,522.2060546875,0.022265625,-0.04504911478143185,-0.0019021786894882098,0.0003,0.0011337051,0.2
222.37,415,100.71,689,424960,616,4140,804.3841867446899,0.7274642884731293,415.4684753417969,0.01845703125,-0.04653593930997886,-0.0025097229401580988,0.0003,0.0011012552,0.2
231.06,416,103.46,691,425984,616,4150,840.1324068069458,0.6889017820358276,173.66001892089844,0.01962890625,-0.04666823105799267,-0.0023086230765329676,0.0003,0.0007743131,0.2
239.3,417,105.76,692,427008,616,4160,702.8092462539673,0.7119893729686737,180.90966796875,0.01064453125,-0.050667064415756614,0.0008322222885908559,0.0003,0.00082581944,0.2
240.96,418,106.43,694,428032,616,4170,828.0361120224,0.7357111275196075,363.7214050292969,0.0232421875,-0.048934869293589145,-0.0012371155025903136,0.0003,0.0011718672,0.2
247.32,419,107.84,695,429056,616,4180,1151.7369478225708,0.5929638147354126,216.9612579345703,0.00771484375,-0.048655151351704264,-0.0002621267456561327,0.0003,0.0004046444,0.2
252.76,420,109.32,697,430080,616,4190,715.6242177963256,0.7722347229719162,177.83299255371094,0.006640625,-0.053400337626226244,-0.0007068933919072151,0.0003,0.0007743862,0.2
264.96,421,112.61,699,431104,616,4200,745.7112271308899,0.5932689011096954,150.48658752441406,0.008203125,-0.045972853037528696,-0.00038479064241983,0.0003,8.74041e-05,0.2
261.3,422,111.92,700,432128,616,4210,955.0348297119141,0.7036731243133545,668.1395263671875,0.00478515625,-0.04809796797344461,0.00022327129845507444,0.0003,0.0003305629,0.2
258.27,423,110.87,702,433152,616,4220,761.0851867675781,0.7419205904006958,385.34454345703125,0.00400390625,-0.047315717267338187,-6.195278838276863e-05,0.0003,0.00025949706,0.2
263.78,424,112.42,703,434176,616,4230,929.1405073165894,0.6937081515789032,369.4969482421875,0.010546875,-0.053320442279800775,-0.00019081035861745477,0.0003,0.0004581252,0.2
275.83,425,115.56,705,435200,616,4240,486.2884127616882,0.7994705736637115,205.98907470703125,0.01484375,-0.05506695653893985,-0.0011683094257023186,0.0003,0.0016911717,0.2
280.84,426,116.61,707,436224,616,4250,604.9921873092651,0.6781505942344666,187.00674438476562,0.01494140625,-0.04781873668543994,-0.0012241958524100483,0.0003,0.0018128518,0.2
274.03,427,114.75,708,437248,616,4260,1024.2031671524048,0.5860578417778015,510.9051818847656,0.010546875,-0.047845811379374936,-0.001181602105498314,0.0003,0.00036453415,0.2
268.33,428,113.01,710,438272,617,4270,944.5936212539673,0.7060891687870026,341.8777160644531,0.01357421875,-0.05643208420369774,-0.0009574422903824598,0.0003,0.00039953715,0.2
269.68,429,113.37,711,439296,617,4280,886.9469707489013,0.6518232226371765,278.19580078125,0.008984375,-0.05120993640157394,-0.0007261909486260265,0.0003,0.000109801826,0.2
271.21,430,113.91,713,440320,617,4290,830.3368780136109,0.6737869083881378,386.1719665527344,0.012890625,-0.050891444907756524,-0.0010150530870305374,0.0003,0.0009307348,0.2
253.62,431,109.19,715,441344,617,4300,870.3157154083252,0.5987622737884521,360.4433898925781,0.00478515625,-0.04682443978381343,2.1299603395164014e-05,0.0003,0.0008791824,0.2
252.14,432,108.7,716,442368,617,4310,962.6048780441284,0.6228874325752258,192.16751098632812,0.0025390625,-0.05130325787467882,0.00041101963724941013,0.0003,0.00022753605,0.2
251.64,433,108.2,718,443392,617,4320,688.8946403503418,0.7409510016441345,118.89910125732422,0.01240234375,-0.046991152511509426,-0.0012722447339911015,0.0003,0.0007191079,0.2
244.91,434,106.42,719,444416,617,4330,743.7121137619018,0.7294426560401917,201.10751342773438,0.00927734375,-0.05443028454901651,-0.0006569775869138539,0.0003,0.0009999686,0.2
246.16,435,106.68,721,445440,617,4340,753.6718885421753,0.7241400480270386,419.73114013671875,0.008984375,-0.05043252627947368,-6.696097261738032e-05,0.0003,0.00082704093,0.2
234.05,436,103.48,722,446464,617,4350,1124.8046348571777,0.5004499852657318,386.7071533203125,0.0126953125,-0.04315150735201314,-0.0007960045128129423,0.0003,0.0012715035,0.2
236.78,437,104.23,724,447488,617,4360,836.2175771713257,0.6470383405685425,250.7460479736328,0.00341796875,-0.052012320864014326,7.283929153345525e-05,0.0003,0.0003471066,0.2
242.13,438,105.62,726,448512,617,4370,749.5521181106567,0.7484531402587891,337.3385314941406,0.01044921875,-0.054510098980972546,-0.0005413239588961006,0.0003,0.0009204013,0.2
245.03,439,106.54,727,449536,617,4380,657.9922962188721,0.7503583133220673,341.7227478027344,0.01083984375,-0.05009640760836191,6.864796159788966e-05,0.0003,0.00013521282,0.2
232.51,440,102.93,729,450560,617,4390,1381.1833221435547,0.54988893866539,749.0126953125,0.01103515625,-0.05656433057738468,-0.00011959998519159854,0.0003,0.00057311985,0.2
234.27,441,103.7,730,451584,617,4400,1424.0466873168946,0.4563620686531067,481.4489440917969,0.026953125,-0.05758770409738645,-0.0035020965035073457,0.0003,0.0014398401,0.2
241.92,442,105.41,732,452608,617,4410,948.0079767227173,0.5755498707294464,416.5465087890625,0.0064453125,-0.05175032530678436,-0.0002422333142021671,0.0003,0.00021997944,0.2
242.21,443,105.7,734,453632,617,4420,842.6232316970825,0.6049917042255402,302.3394775390625,0.01044921875,-0.05385130346985534,-0.0003952209168346599,0.0003,0.0010404906,0.2
243.66,444,106.16,735,454656,617,4430,787.482785987854,0.6306074857711792,365.3601379394531,0.005859375,-0.04790137190138921,-0.0003473749908152968,0.0003,0.00038993455,0.2
239.5,445,104.97,737,455680,618,4440,793.921109008789,0.6870188117027283,314.543212890625,0.0158203125,-0.04842274883994833,-0.0008714107651030644,0.0003,0.0006508541,0.2
246.45,446,106.97,738,456704,618,4450,609.5071547508239,0.7503568381071091,286.1639709472656,0.00791015625,-0.04861586978076957,-0.00015442278236150743,0.0003,0.0007674779,0.2
249.22,447,107.76,740,457728,618,4460,1006.0486845016479,0.6086589992046356,341.2967224121094,0.00146484375,-0.04921288717887364,-1.6853402485139668e-05,0.0003,0.00087323575,0.2
240.74,448,105.22,742,458752,618,4470,741.2041458129883,0.7827982604503632,326.53790283203125,0.01083984375,-0.0510623952257447,-0.0004951739276293666,0.0003,0.0003821115,0.2
241.77,449,105.26,743,459776,618,4480,595.0854053497314,0.8114938586950302,211.06004333496094,0.00654296875,-0.05188448876724579,-0.00015960817108862102,0.0003,0.0006200275,0.2
252.29,450,107.86,745,460800,618,4490,957.872901725769,0.6346009969711304,672.0704956054688,0.01728515625,-0.04581504925736226,-0.0017066756612621249,0.0003,0.0014548717,0.2
258.65,451,109.27,746,461824,618,4500,991.6050113677978,0.6714194118976593,401.1123352050781,0.019140625,-0.04470787770696916,-0.001317052316153422,0.0003,0.001010935,0.2
263.09,452,110.74,748,462848,618,4510,553.5951875686645,0.7549530565738678,243.38243103027344,0.01708984375,-0.053213239210890606,-0.001105983997695148,0.0003,0.0005261417,0.2
260.42,453,110.05,749,463872,618,4520,747.4538135528564,0.7555939257144928,544.15380859375,0.00849609375,-0.0490636034286581,-0.0005903443729039281,0.0003,0.00077858625,0.2
260.54,454,110.17,751,464896,618,4530,970.4014738082885,0.6234577000141144,384.31048583984375,0.014453125,-0.04826516798930243,-0.00034102982026524843,0.0003,0.0008206767,0.2
266.95,455,111.63,753,465920,618,4540,790.7367441177369,0.7141727209091187,413.8072509765625,0.02275390625,-0.05649826354347169,-0.0024845728126820176,0.0003,0.0023386586,0.2
273.83,456,113.56,754,466944,618,4550,543.6797233581543,0.789309561252594,488.16973876953125,0.0072265625,-0.05115829700371251,-0.0006612006516661495,0.0003,0.0002454095,0.2
274.05,457,113.78,756,467968,618,4560,537.5345012664795,0.8454929739236832,273.7762451171875,0.01171875,-0.050973862924729475,-0.001185467853792943,0.0003,0.00097166526,0.2
260.87,458,110.5,757,468992,618,4570,978.238671875,0.6743724644184113,694.7456665039062,0.00869140625,-0.04818386650586035,-0.001132724224589765,0.0003,0.00048520562,0.2
270.23,459,112.93,759,470016,618,4580,627.5505437850952,0.7903751879930496,196.75389099121094,0.02060546875,-0.05057456994545646,-0.002652673068223521,0.0003,0.0012875788,0.2
259.72,460,110.34,761,471040,618,4590,871.0085624694824,0.6248550117015839,410.3077392578125,0.00400390625,-0.04930013744888129,-0.00012154512805864214,0.0003,0.001047254,0.2
256.9,461,109.5,762,472064,618,4600,1184.3526403427124,0.6022771596908569,371.58807373046875,0.01240234375,-0.05671305042924359,-0.0016553430177737027,0.0003,0.00052263576,0.2
260.42,462,111.04,764,473088,619,4610,741.8104963302612,0.7439145743846893,341.9383239746094,0.0015625,-0.052448813314549626,5.0322659080848095e-05,0.0003,0.000106794265,0.2
260.33,463,110.95,765,474112,619,4620,459.778151512146,0.8440315425395966,200.15948486328125,0.01298828125,-0.050854479166446254,-0.0008988385845441372,0.0003,0.000975578,0.2
263.06,464,111.7,767,475136,619,4630,728.8046190261841,0.7797760218381882,340.9383239746094,0.01298828125,-0.042567147640511394,-0.0013332221948076039,0.0003,0.00074793224,0.2
263.05,465,111.69,768,476160,619,4640,641.195477104187,0.7898453921079636,246.84378051757812,0.00380859375,-0.047487729554995896,6.238864152692258e-05,0.0003,0.00022500096,0.2
252.3,466,108.86,770,477184,619,4650,698.2840990066528,0.779368057847023,407.6952819824219,0.003515625,-0.05062214449862949,5.1814777543768285e-05,0.0003,0.00023423685,0.2
251.12,467,108.67,772,478208,619,4660,674.6860311508178,0.7519001662731171,370.83758544921875,0.01630859375,-0.05160404813941568,-0.001389140187529847,0.0003,0.0009535884,0.2
251.73,468,108.29,773,479232,619,4670,1011.8369915008545,0.5661383867263794,438.30889892578125,0.0048828125,-0.045709599577821794,0.0002800034359097481,0.0003,0.0002799034,0.2
256.02,469,109.61,775,480256,619,4680,879.7383749008179,0.6175969541072845,440.6470642089844,0.0154296875,-0.048712329764384776,-0.0015887195157120004,0.0003,0.0008546551,0.2
253.36,470,108.93,776,481280,619,4690,881.7896221160888,0.6319642961025238,227.82464599609375,0.003125,-0.047464200452668595,0.00022168691793922335,0.0003,9.991374e-05,0.2
261.48,471,111.11,778,482304,619,4700,804.6607339859008,0.6872403919696808,441.1254577636719,0.0125,-0.04829267447348684,-0.001623177930014208,0.0003,0.0012202698,0.2
268.26,472,112.94,780,483328,619,4710,704.9235506057739,0.6763526499271393,208.2306365966797,0.00732421875,-0.046135403640801084,-0.00029747352236881853,0.0003,0.00057721784,0.2
276.22,473,114.96,781,484352,619,4720,861.2222866058349,0.6382690370082855,271.97393798828125,0.0126953125,-0.04894511183956638,-0.0010898676962824538,0.0003,0.0010271666,0.2
276.3,474,115.04,783,485376,619,4730,909.1971626281738,0.7166789472103119,166.68289184570312,0.00732421875,-0.050990609775180926,-6.854015518911182e-05,0.0003,0.00022044886,0.2
273.67,475,114.39,784,486400,619,4740,1178.8981798171997,0.6207802891731262,425.35333251953125,0.00986328125,-0.043601384188514204,0.00029935711063444614,0.0003,0.0016487355,0.2
287.06,476,117.88,786,487424,619,4750,811.9399814605713,0.733776867389679,203.45765686035156,0.013671875,-0.053431037539849055,-0.0014440796483540907,0.0003,0.0006038658,0.2
289.61,477,118.45,788,488448,619,4760,716.4393527984619,0.7606256157159805,196.7986602783203,0.01201171875,-0.04286943202605471,-0.00014094462967477738,0.0003,0.0032172962,0.2
289.76,478,118.6,789,489472,619,4770,962.7141130447387,0.7530689388513565,397.88677978515625,0.02041015625,-0.0528378926217556,-0.0019116268667858094,0.0003,0.0002636399,0.2
283.01,479,116.8,791,490496,619,4780,971.9138877868652,0.7058762907981873,224.9217529296875,0.00498046875,-0.048429506464162844,8.592905360274016e-05,0.0003,0.0008249345,0.2
273.69,480,114.41,792,491520,619,4790,1125.5533084869385,0.6534543037414551,669.2792358398438,0.0171875,-0.050369672919623555,-0.0006530704034958035,0.0003,0.0004401184,0.2
270.96,481,113.66,794,492544,620,4800,862.2940166473388,0.6065138876438141,772.5228881835938,0.008984375,-0.046429787422675874,1.706884359009564e-05,0.0003,0.0001798688,0.2
259.58,482,111.19,795,493568,620,4810,589.0146156311035,0.8195297122001648,370.71044921875,0.00654296875,-0.049297102878335865,9.296844364143908e-05,0.0003,7.388144e-05,0.2
233.34,483,103.76,797,494592,620,4820,1190.9720012664795,0.5054131746292114,653.7278442382812,0.0072265625,-0.05137280936469324,-0.00032996926747728137,0.0003,0.00051890814,0.2
241.22,484,105.7,799,495616,620,4830,774.5854075431823,0.6190705895423889,272.7090148925781,0.03447265625,-0.05437835702905432,-0.00510580021655187,0.0003,0.0031485152,0.2
234.53,485,103.96,800,496640,620,4840,432.98896036148074,0.7398121953010559,168.8801727294922,0.0076171875,-0.04591568680480122,-0.00025080375198740514,0.0003,0.0002717525,0.2
226.58,486,101.95,802,497664,620,4850,457.3339461326599,0.8326083868741989,242.28643798828125,0.00654296875,-0.04877820220717695,2.1846822346560656e-05,0.0003,0.000275846,0.2
233.44,487,103.86,803,498688,620,4860,505.69165840148924,0.803787425160408,184.72132873535156,0.01220703125,-0.04288441278622486,-0.0009927261562552303,0.0003,0.0020868545,0.2
230.2,488,102.6,805,499712,620,4870,585.1782990455628,0.7838278263807297,198.10400390625,0.00869140625,-0.045951757859438655,0.0005459342675749213,0.0003,0.00011522052,0.2
231.54,489,102.95,807,500736,620,4880,418.49775257110593,0.8244233578443527,138.88735961914062,0.00361328125,-0.04891598836402409,0.000528657081304118,0.0003,0.0004102338,0.2
232.9,490,103.32,808,501760,620,4890,913.1506645202637,0.6309366822242737,361.0264587402344,0.00537109375,-0.04445346620341297,1.083125825971365e-05,0.0003,0.00035273968,0.2
227.63,491,102.01,810,502784,620,4900,971.8226184844971,0.5560683310031891,326.435302734375,0.02666015625,-0.05510199109558016,-0.0026332966692280023,0.0003,0.002434883,0.2
234.31,492,103.74,811,503808,620,4910,851.2220670700074,0.6185893714427948,493.9598083496094,0.00146484375,-0.050590918469242754,-0.000140982773154974,0.0003,0.0003239569,0.2
242.8,493,106.29,813,504832,620,4920,431.68818349838256,0.8425760716199875,264.0528564453125,0.00966796875,-0.049363885901402685,0.0006204886478371919,0.0003,0.0007664203,0.2
227.89,494,102.27,815,505856,620,4930,716.0037010192871,0.7674356400966644,266.0521240234375,0.028515625,-0.050470889458665624,-0.0011859728372655808,0.0003,0.0017406916,0.2
230.61,495,103.01,816,506880,620,4940,414.7152201652527,0.7903174608945847,187.09202575683594,0.0080078125,-0.05562566121807322,-0.00031943106441758575,0.0003,0.00052453706,0.2
227.82,496,102.2,818,507904,620,4950,768.4561262130737,0.6026270985603333,463.42694091796875,0.01181640625,-0.045117420883616435,-0.0007957578869536519,0.0003,0.00055159186,0.2
218.36,497,99.67,819,508928,620,4960,520.1326124191285,0.7725217640399933,140.2377166748047,0.00869140625,-0.046725243990658784,-0.001733991751098074,0.0003,0.0012352271,0.2
223.06,498,101.4,821,509952,620,4970,828.9504350662231,0.6605135202407837,342.718994140625,0.012109375,-0.043800465637468734,-0.0013062300102319568,0.0003,0.0009425428,0.2
216.96,499,99.26,823,510976,620,4980,1011.7844507217408,0.6317195892333984,735.7923583984375,0.02333984375,-0.04952726264600642,-0.00230941676418297,0.0003,0.0017938539,0.2
223.72,500,101.07,824,512000,620,4990,303.4781698703766,0.8458848893642426,167.68345642089844,0.0123046875,-0.05186975851538591,0.0005591878842096775,0.0003,0.0020260902,0.2
227.49,501,101.87,826,513024,620,5000,707.6369188308715,0.76580610871315,390.2236328125,0.0041015625,-0.04821201057638973,-8.637277642264962e-05,0.0003,0.00078515,0.2
227.46,502,101.84,827,514048,621,5010,775.2978422164917,0.7156347334384918,429.4126892089844,0.02060546875,-0.053861605856218374,-0.0019049687951337546,0.0003,0.0025104168,0.2
236.09,503,103.54,829,515072,621,5020,768.5993585586548,0.7363168299198151,218.49453735351562,0.0021484375,-0.04941172560793348,-0.0001702199340797961,0.0003,0.0003104148,0.2
236.19,504,103.64,830,516096,621,5030,1020.0366308212281,0.587305873632431,586.8558959960938,0.00927734375,-0.04992150408215821,5.977887194603681e-05,0.0003,0.0006457375,0.2
233.58,505,103.01,832,517120,621,5040,789.6275175094604,0.6701665222644806,204.3172607421875,0.00595703125,-0.04946372835547663,-0.0006057453429093584,0.0003,0.0005670114,0.2
221.49,506,99.83,834,518144,621,5050,726.9386198043824,0.6434854865074158,253.48146057128906,0.0146484375,-0.047326536319451405,-0.0024240815255325288,0.0003,0.00286935,0.2
217.26,507,98.57,835,519168,621,5060,763.8320823669434,0.6798801422119141,263.0498352050781,0.00703125,-0.04858543393202126,9.335361537523567e-05,0.0003,0.000891362,0.2
221.45,508,99.79,837,520192,621,5070,483.27720708847045,0.8003315776586533,214.4701385498047,0.0130859375,-0.05004299458523746,-0.0014945989882107825,0.0003,0.0005679114,0.2
219.2,509,99.52,838,521216,621,5080,501.03573923110963,0.7582987248897552,167.07269287109375,0.01748046875,-0.04834462953731418,-0.0010886982665397227,0.0003,0.0006319203,0.2
213.28,510,97.56,840,522240,621,5090,577.9710147857666,0.682350754737854,204.78062438964844,0.00458984375,-0.05067142463522032,1.6670284094288945e-05,0.0003,0.0008271414,0.2
209.22,511,96.47,842,523264,621,5100,398.01741700172425,0.8424270749092102,123.38697052001953,0.0072265625,-0.04818254497367889,0.00027059613494202496,0.0003,0.00059225026,0.2
201.61,512,94.8,843,524288,621,5110,712.6598376274109,0.7122278213500977,761.0209350585938,0.010546875,-0.05243691761279479,0.000448318081907928,0.0003,0.000587197,0.2
202.7,513,94.9,845,525312,621,5120,387.99931383132935,0.8060562163591385,474.9463806152344,0.01064453125,-0.05383837585686706,-0.0012105336412787438,0.0003,0.0015713824,0.2
210.9,514,97.16,846,526336,621,5130,440.8259656429291,0.7720717936754227,154.20162963867188,0.00693359375,-0.051970291475299746,-0.00020282029290683568,0.0003,0.00012050275,0.2
226.07,515,101.44,848,527360,621,5140,543.1092763423919,0.7800056487321854,180.1914520263672,0.008203125,-0.05392225033137947,-0.0004275458923075348,0.0003,4.9614813e-05,0.2
228.52,516,101.91,849,528384,621,5150,812.9430029869079,0.7376432120800018,416.56005859375,0.00625,-0.05066957869566977,-0.0003928533056750894,0.0003,0.00082993275,0.2
228.54,517,101.93,851,529408,621,5160,932.7424133300781,0.5072351098060608,447.6053161621094,0.02822265625,-0.05196400050335796,-0.003070775175001472,0.0003,0.0014717191,0.2
233.53,518,102.96,853,530432,621,5170,1076.2337600708008,0.3849908709526062,500.80133056640625,0.00625,-0.04657130169216543,0.0002244748000521213,0.0003,0.0003990995,0.2
235.15,519,103.59,855,531456,621,5180,675.5945249557495,0.6998705863952637,278.8464050292969,0.014453125,-0.04951975154108368,-0.0014888460631482304,0.0003,0.00090407603,0.2
232.94,520,103.36,856,532480,621,5190,472.93502893447874,0.7864551395177841,261.2327880859375,0.003125,-0.044376513882889414,-4.6649365685880184e-05,0.0003,0.00023655227,0.2
237.09,521,104.54,858,533504,621,5200,760.3060797691345,0.6824822425842285,228.64418029785156,0.005078125,-0.05162000134005211,0.000253731565317139,0.0003,0.00063012366,0.2
242.25,522,105.74,860,534528,621,5210,389.8582817077637,0.7760803252458572,293.6616516113281,0.01494140625,-0.05104689285508357,-0.000879315345082432,0.0003,0.0015158869,0.2
247.9,523,107.43,861,535552,621,5220,630.9833744049072,0.76687191426754,308.7826232910156,0.018359375,-0.0526277013879735,-0.0012303684779908508,0.0003,0.0014092065,0.2
242.4,524,105.89,863,536576,621,5230,572.6683702468872,0.7424718141555786,426.16375732421875,0.00361328125,-0.051471897546434775,0.0003766871232073754,0.0003,0.0003136795,0.2
234.04,525,103.47,864,537600,621,5240,614.3066366195678,0.7885865271091461,119.89151763916016,0.00390625,-0.0497089443349978,0.00011874639603774995,0.0003,0.00032076225,0.2
239.71,526,105.18,866,538624,621,5250,461.6362869262695,0.8370244801044464,126.10607147216797,0.01640625,-0.05337358786491677,-0.0014426187379285693,0.0003,0.0013331454,0.2
247.78,527,107.31,867,539648,621,5260,870.410397529602,0.6432855129241943,212.22528076171875,0.005859375,-0.04855340512585826,-0.000933776458259672,0.0003,0.0010288197,0.2
235.99,528,104.43,869,540672,621,5270,764.5235031127929,0.7039636373519897,428.9973449707031,0.0150390625,-0.052352600992890075,-0.00027586884680204095,0.0003,0.0003878879,0.2
249.44,529,107.98,871,541696,621,5280,825.180905532837,0.5891620218753815,374.3879699707031,0.0162109375,-0.04763410983141512,-0.0025543916213791817,0.0003,0.0008460155,0.2
256.26,530,109.85,872,542720,621,5290,560.3169717788696,0.7921367138624191,191.94456481933594,0.02314453125,-0.04380799185601063,-0.0022199545754119756,0.0003,0.0018835745,0.2
257.18,531,109.78,874,543744,621,5300,844.3904834747315,0.7260066568851471,381.9788818359375,0.02470703125,-0.04612055676989257,-0.003673495468683541,0.0003,0.0014859437,0.2
253.12,532,108.69,875,544768,621,5310,829.7431816101074,0.6837196052074432,327.4576721191406,0.01337890625,-0.049952574883354826,-0.0014346356532769279,0.0003,0.0012390174,0.2
256.3,533,109.89,877,545792,622,5320,845.9047108650208,0.7277810871601105,931.0200805664062,0.0107421875,-0.0506770936306566,-0.00013767190976068377,0.0003,0.00051018107,0.2
260.56,534,111.18,879,546816,622,5330,917.4130458831787,0.6855680346488953,552.932373046875,0.02939453125,-0.04258719612844288,-0.003410828483174555,0.0003,0.001393932,0.2
267.39,535,113.06,880,547840,622,5340,806.6870283126831,0.7190421223640442,471.2784118652344,0.01044921875,-0.04858789686113596,-0.00043092331325169655,0.0003,0.00037421117,0.2
264.43,536,112.08,882,548864,622,5350,808.7463047027588,0.719523012638092,484.5909118652344,0.01259765625,-0.046105311237624846,-0.0005059720191638917,0.0003,0.0019421458,0.2
258.94,537,110.55,883,549888,622,5360,871.9335477828979,0.644445151090622,400.38720703125,0.0240234375,-0.048017543321475384,-0.003512044594390318,0.0003,0.0015474684,0.2
266.86,538,112.53,885,550912,622,5370,615.9198936462402,0.7461521625518799,290.73370361328125,0.01044921875,-0.05269628950627521,-0.0004484919656533748,0.0003,0.0006395907,0.2
253.34,539,108.91,886,551936,622,5380,670.893412399292,0.723224550485611,282.1676025390625,0.01513671875,-0.051411839504726234,-0.002327377561596222,0.0003,0.0002948543,0.2
248.09,540,107.62,888,552960,622,5390,475.57355365753176,0.8467728346586227,375.0970153808594,0.00830078125,-0.051784064364619554,0.0007958316768053919,0.0003,0.0005153475,0.2
242.71,541,106.2,890,553984,622,5400,661.255256652832,0.7148334085941315,334.0429992675781,0.01943359375,-0.04315772483823821,-0.0018513922957936301,0.0003,0.0009261854,0.2
253.51,542,109.08,891,555008,622,5410,618.5305152893067,0.690697431564331,202.33287048339844,0.0220703125,-0.05230285429861396,-0.0016347958473488689,0.0003,0.0017524455,0.2
252.05,543,108.61,893,556032,622,5420,765.2705097198486,0.7261728942394257,316.42193603515625,0.00771484375,-0.05241624597692862,-3.7126976530998944e-05,0.0003,0.0015482202,0.2
246.72,544,107.24,894,557056,622,5430,693.3455251693725,0.7300318479537964,188.89166259765625,0.011328125,-0.052606069459579886,0.00015386123268399388,0.0003,0.0016647733,0.2
238.65,545,105.11,896,558080,622,5440,576.6137447357178,0.7076694071292877,263.6429748535156,0.01689453125,-0.05140278915714589,-0.0012175956391729415,0.0003,0.00094984926,0.2
249.79,546,108.33,897,559104,622,5450,656.9584629058838,0.7913850098848343,364.356689453125,0.0052734375,-0.04879152069624979,-0.00041729043587110934,0.0003,0.00048551976,0.2
247.14,547,107.66,899,560128,622,5460,660.1457559585572,0.7816993594169617,255.41378784179688,0.008984375,-0.047564465214964005,-8.219949377235025e-05,0.0003,0.00013140184,0.2
245.96,548,107.47,901,561152,622,5470,786.138519859314,0.6811713576316833,317.2567138671875,0.008203125,-0.043258504883851856,-1.2545991921797394e-06,0.0003,0.00080230006,0.2
248.51,549,108.04,902,562176,622,5480,714.0416824340821,0.7401187121868134,331.3364562988281,0.0162109375,-0.050603460101410744,-0.0011923981714062394,0.0003,0.0011602466,0.2
260.56,550,111.18,904,563200,622,5490,768.2194498062133,0.7094999551773071,440.25640869140625,0.00771484375,-0.04866213788627647,0.0001686205680016428,0.0003,0.00047584967,0.2
260.5,551,111.12,905,564224,622,5500,891.1690696716308,0.6668138206005096,401.9310302734375,0.009375,-0.04453629794879817,-0.00024663559161126615,0.0003,0.00039707017,0.2
264.96,552,112.61,907,565248,622,5510,854.9562971115113,0.7112847566604614,298.8258361816406,0.0080078125,-0.05187107220990583,-0.0011780503147747368,0.0003,0.0006561177,0.2
253.71,553,109.28,909,566272,622,5520,507.6527190208435,0.8274073749780655,169.52182006835938,0.01328125,-0.04648365427274257,-0.0007609864871483297,0.0003,0.00083575654,0.2
257.58,554,110.18,910,567296,622,5530,721.3166103363037,0.6926657259464264,193.55455017089844,0.0134765625,-0.052460760134272276,-0.0008356750797247515,0.0003,0.0011409319,0.2
269.53,555,113.22,912,568320,622,5540,1001.7552965164184,0.5927827954292297,475.38427734375,0.0140625,-0.05072889211005531,-0.0011621744430158286,0.0003,0.00021217394,0.2
276.07,556,114.81,913,569344,623,5550,316.704469871521,0.8779951930046082,137.2467041015625,0.01435546875,-0.04272851194837131,-0.00010687911999411881,0.0003,0.0014329965,0.2
264.85,557,111.51,915,570368,623,5560,440.64696741104126,0.8413433283567429,395.0511779785156,0.00615234375,-0.048846031376160684,-0.00023274467675946653,0.0003,0.00031592775,0.2
266.37,558,112.04,916,571392,623,5570,693.7481813430786,0.7616778910160065,300.0299987792969,0.0150390625,-0.05571601085248403,-0.0012227204453665764,0.0003,0.00047855187,0.2
267.93,559,112.61,918,572416,623,5580,610.1580047607422,0.8079528212547302,245.0973358154297,0.00556640625,-0.04735119000542909,-0.00017040958045981823,0.0003,5.09143e-05,0.2
264.04,560,111.69,920,573440,623,5590,595.5156562805175,0.7718141078948975,264.66851806640625,0.01533203125,-0.048269777919631454,-0.002593008303665556,0.0003,0.0009427015,0.2
263.07,561,111.71,921,574464,623,5600,724.0696323394775,0.7656708210706711,307.2186584472656,0.01015625,-0.04466363989049569,-0.0009645707032177597,0.0003,0.0007155369,0.2
