time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,train/clip_range,train/loss,train/clip_fraction,train/explained_variance,train/n_updates,train/entropy_loss,train/value_loss,train/policy_gradient_loss,train/learning_rate,train/approx_kl
592,628,372736,19.549000000000003,175.71,364,0.2,0.44564563035964966,0.05615234375,0.5218141376972198,3630,-0.07990931207314134,1.1884710967540741,-0.002526592533104122,0.0003,0.033096656
594,628,373760,20.230000000000004,181.17,365,0.2,0.6994884014129639,0.0271484375,0.1531052589416504,3640,-0.06282438256312162,1.8962600901722908,0.0007526328001404182,0.0003,0.0025790925
596,628,374784,19.861000000000004,178.2,366,0.2,0.9952664375305176,0.0380859375,0.4445717930793762,3650,-0.06897415241110139,2.3749216377735136,4.972981405444443e-05,0.0003,0.0024216208
597,628,375808,20.116000000000007,180.3,367,0.2,1.0473544597625732,0.03818359375,0.6717160046100616,3660,-0.07897052383050322,1.488145051151514,0.0012881927948910743,0.0003,0.011384292
599,628,376832,20.178000000000004,180.74,368,0.2,0.7729440331459045,0.0369140625,0.5715336203575134,3670,-0.08324959704186767,1.5554936863481998,0.0003602593787945807,0.0003,0.003042185
600,628,377856,19.934000000000005,178.75,369,0.2,0.4564829468727112,0.0466796875,0.779528021812439,3680,-0.08053243062458933,1.2074695326387883,0.0018186784524004906,0.0003,0.0039371448
602,628,378880,20.977000000000004,187.2,370,0.2,0.6060136556625366,0.03017578125,0.5161063969135284,3690,-0.07134755286388099,1.1634964486584067,-0.0011495328100863845,0.0003,0.002576325
604,628,379904,20.747000000000003,185.35,371,0.2,1.0196516513824463,0.0251953125,0.3019539713859558,3700,-0.0770918944850564,2.1330919593572615,0.0009499811101704835,0.0003,0.00138725
605,628,380928,20.663,184.69,372,0.2,1.0198065042495728,0.04248046875,0.3981151580810547,3710,-0.07320230198092759,2.056012711673975,-0.00011690337560139596,0.0003,0.013956886
607,628,381952,20.640000000000004,184.64,373,0.2,0.5384584069252014,0.03134765625,0.5095286965370178,3720,-0.06516247177496552,1.736200688034296,0.0012203522201161832,0.0003,0.0055141007
608,628,382976,20.648000000000003,184.72,374,0.2,0.7885815501213074,0.03818359375,0.5644938945770264,3730,-0.058878878236282614,1.87515635676682,0.0012808270810637623,0.0003,0.0010658157
610,628,384000,20.927000000000003,186.97,375,0.2,0.5604521036148071,0.025,0.5521053969860077,3740,-0.05775911840610206,1.641847738623619,0.00047696910332888364,0.0003,0.0028226457
612,628,385024,21.183000000000003,189.08,376,0.2,1.0410268306732178,0.02294921875,0.46758735179901123,3750,-0.06436384016415105,1.629822129011154,-0.0019542845562682486,0.0003,0.0041935463
613,628,386048,21.442999999999998,191.05,377,0.2,0.9521846175193787,0.0296875,0.590366005897522,3760,-0.05936846198746935,2.3774959929287434,-0.0007119878719095141,0.0003,0.005813329
615,628,387072,22.36,198.42,378,0.2,1.2299466133117676,0.02294921875,0.3413321375846863,3770,-0.06584082787157967,2.331641401350498,-0.0001610560226254165,0.0003,0.0010005143
617,628,388096,22.534000000000006,199.8,379,0.2,1.5725266933441162,0.0443359375,0.16705167293548584,3780,-0.0675654298858717,2.8736580669879914,0.004508511116728187,0.0003,0.02209958
618,628,389120,22.235000000000003,197.44,380,0.2,0.9649893641471863,0.046484375,0.4228648543357849,3790,-0.06823092659469694,1.3950250012800098,0.0017941878235433252,0.0003,0.0072669266
620,628,390144,22.844000000000005,202.36,381,0.2,0.8322880864143372,0.05009765625,0.3672652244567871,3800,-0.07040076167322695,2.35874892026186,-0.0012926556169986724,0.0003,0.03792811
621,629,391168,23.076000000000004,204.32,382,0.2,1.5430876016616821,0.03681640625,0.26733630895614624,3810,-0.055916819465346636,1.96162488758564,0.00186708215624094,0.0003,0.008335177
623,629,392192,21.859,194.58,383,0.2,1.8999497890472412,0.04677734375,0.5804972648620605,3820,-0.07344980939524248,1.6068811040371656,0.002189847792033106,0.0003,0.0030337549
625,628,393216,21.350000000000005,190.48,384,0.2,0.7345468401908875,0.0236328125,0.7292333543300629,3830,-0.05941005800850689,1.3695872941985727,0.0013447700068354607,0.0003,0.0031909691
627,628,394240,21.784000000000006,193.92,385,0.2,1.4007066488265991,0.02685546875,0.6892069578170776,3840,-0.06242264553438872,1.766145745292306,0.0008363044413272292,0.0003,0.0020040278
629,628,395264,21.963,195.35,386,0.2,1.2310233116149902,0.03662109375,0.46765416860580444,3850,-0.06560810524970292,2.179776944592595,-2.445927239023149e-05,0.0003,0.0034686623
630,628,396288,21.316000000000003,190.14,387,0.2,0.363732248544693,0.026953125,0.7284672260284424,3860,-0.06782042775303125,1.0885612808167935,0.0010539043054450304,0.0003,0.0050970213
632,628,397312,20.923000000000005,186.93,388,0.2,0.4482458531856537,0.0369140625,0.6560647785663605,3870,-0.06905901758000255,1.7196196641772985,0.0014641099725849927,0.0003,0.02597621
633,628,398336,21.085000000000004,188.28,389,0.2,0.18925832211971283,0.0322265625,0.4215714931488037,3880,-0.06071689790114761,0.779204277601093,-0.0014671483251731843,0.0003,0.0069031185
635,628,399360,20.676000000000002,185.0,390,0.2,0.6450552940368652,0.0298828125,0.7636785060167313,3890,-0.06522545139305294,1.4132263850420714,0.0020037484500790015,0.0003,0.0057048486
637,628,400384,19.655,176.77,391,0.2,0.3732953369617462,0.0349609375,0.8477593809366226,3900,-0.0644363778992556,0.9508046004921198,-0.0009095838642679155,0.0003,0.002437802
638,628,401408,18.418000000000006,166.74,392,0.2,1.1397600173950195,0.0560546875,0.6806770265102386,3910,-0.07714775641215965,1.8290404919534922,-0.0012209140462800861,0.0003,0.010215623
640,628,402432,18.390000000000008,166.55,393,0.2,0.5819312930107117,0.03466796875,0.6283131539821625,3920,-0.06377704452024772,1.6338230349123477,0.00024174762511393056,0.0003,0.009601345
641,628,403456,18.908000000000005,170.74,394,0.2,0.9280185103416443,0.028125,0.522788017988205,3930,-0.06014466072665527,2.0425278540700673,-0.0007740943343378604,0.0003,0.0018115719
643,628,404480,17.631000000000007,160.58,395,0.2,0.1615150272846222,0.03837890625,0.6513628959655762,3940,-0.06806934470077977,0.7804282171651721,-0.00047018403129186483,0.0003,0.008421633
644,628,405504,18.846000000000004,170.39,396,0.2,0.8851652145385742,0.0408203125,0.5400682389736176,3950,-0.0610684914747253,2.081368964165449,-0.0037883119599428027,0.0003,0.0070550195
646,628,406528,18.872000000000003,170.56,397,0.2,0.44869670271873474,0.0271484375,0.6479269862174988,3960,-0.06618990147253498,1.4431233767420053,0.001355912207509391,0.0003,0.00092788716
647,629,407552,18.712000000000003,169.23,398,0.2,0.8328985571861267,0.02822265625,0.6758993268013,3970,-0.056655208847951145,1.3844545036554337,0.0024554059171350675,0.0003,0.005492254
649,629,408576,18.783000000000005,169.76,399,0.2,0.60161954164505,0.01630859375,0.4512559175491333,3980,-0.06333796296967194,2.382323654741049,0.0012786716688424349,0.0003,0.0011991024
651,629,409600,19.214000000000006,173.26,400,0.2,0.9119757413864136,0.02890625,0.5366373062133789,3990,-0.06322946659056469,2.1405514147132636,0.001501370727783069,0.0003,0.003519928
652,629,410624,19.142000000000003,172.63,401,0.2,0.812785267829895,0.02900390625,0.6899904608726501,4000,-0.06386506895069033,1.3121290326118469,0.0010689130431273952,0.0003,0.0022776527
654,629,411648,19.133000000000003,172.54,402,0.2,0.44423943758010864,0.01806640625,0.68326535820961,4010,-0.05871397898881696,1.509261943027377,0.0008079474442638457,0.0003,0.0014466939
655,629,412672,18.763,169.56,403,0.2,0.6299429535865784,0.03408203125,0.6795724928379059,4020,-0.05567129857372492,1.5874375686049462,0.0001560175442136824,0.0003,0.0053633675
657,629,413696,19.648000000000003,176.79,404,0.2,0.2663639485836029,0.036328125,0.6948643922805786,4030,-0.06199639228871092,0.7506958303973079,0.0024337892944458874,0.0003,0.0050094738
658,629,414720,19.576000000000008,176.16,405,0.2,0.43284085392951965,0.0248046875,0.658418208360672,4040,-0.06098190189804882,1.4818130237981677,0.0016593698528595269,0.0003,0.0034942166
660,629,415744,19.840000000000003,178.35,406,0.2,0.6714036464691162,0.04599609375,0.6511678099632263,4050,-0.05577788165537641,1.544912251830101,-0.0006165671511553228,0.0003,0.015677916
661,629,416768,20.203000000000007,181.26,407,0.2,0.4873139262199402,0.01259765625,0.6144098341464996,4060,-0.06031444319523871,1.7601501017808914,0.0007172558107413352,0.0003,0.0017664859
663,629,417792,20.309000000000005,182.14,408,0.2,0.5186441540718079,0.02099609375,0.6234725117683411,4070,-0.05369299445592333,1.5930774815380573,0.00010681842686608434,0.0003,0.0049108635
665,629,418816,20.873000000000005,186.7,409,0.2,0.6289743781089783,0.03466796875,0.731461375951767,4080,-0.061043212551157924,1.3280766416341065,0.00333733496372588,0.0003,0.0034639612
666,629,419840,21.792,194.09,410,0.2,0.49508535861968994,0.01826171875,0.7855495065450668,4090,-0.05866395595367067,1.0717635245993733,-0.00017394779715687036,0.0003,0.0011825839
668,629,420864,22.0,195.81,411,0.2,0.5872682332992554,0.0236328125,0.7492794692516327,4100,-0.057768537855008614,1.2747152164578437,0.0010933642333839089,0.0003,0.002623553
669,629,421888,22.382,198.91,412,0.2,0.4652447998523712,0.03896484375,0.8633447587490082,4110,-0.06088471370167099,1.0746618378907442,0.0006584543210919946,0.0003,0.016169384
671,629,422912,21.922000000000004,195.12,413,0.2,0.5672273635864258,0.0455078125,0.7071420848369598,4120,-0.06925046243704855,1.5167751498520374,-0.0030751470068935303,0.0003,0.00757585
673,629,423936,20.567000000000004,184.18,414,0.2,0.8274354338645935,0.02412109375,0.7662232667207718,4130,-0.06041311847511679,1.5101245824247598,-0.00018743851687759162,0.0003,0.0039970204
674,629,424960,19.893000000000004,178.7,415,0.2,0.27777203917503357,0.0353515625,0.8067978322505951,4140,-0.06957695104647428,0.5944952652789652,0.002696777886012569,0.0003,0.0046522114
676,629,425984,20.020000000000003,179.7,416,0.2,0.6569008827209473,0.02392578125,0.6407890021800995,4150,-0.05780556106474251,1.6943610236048698,-0.00026932348555419594,0.0003,0.003648905
678,629,427008,19.586000000000002,176.17,417,0.2,0.750281572341919,0.03046875,0.7307823300361633,4160,-0.06930337767116726,1.826722065359354,-0.0018648602155735717,0.0003,0.0025008493
679,629,428032,19.617000000000004,176.39,418,0.2,0.6293482184410095,0.03505859375,0.8372821509838104,4170,-0.06597890281118453,1.1575725238770247,-0.0025047028495464472,0.0003,0.004263643
681,629,429056,20.041,179.82,419,0.2,0.9504243731498718,0.0361328125,0.4642714858055115,4180,-0.07658223173348233,2.186763479188085,-0.0004919844097457827,0.0003,0.009422725
682,629,430080,19.612000000000002,176.34,420,0.2,0.6401478052139282,0.05234375,0.6501367092132568,4190,-0.07356317426310852,2.0237376000732183,0.00027440693229436875,0.0003,0.004198645
684,629,431104,18.898000000000003,170.55,421,0.2,0.7395033836364746,0.0388671875,0.6920002698898315,4200,-0.07020839028991759,1.5194401562213897,-0.00013076998293399812,0.0003,0.0033905609
686,629,432128,19.354,174.3,422,0.2,1.0174086093902588,0.0541015625,0.6008126139640808,4210,-0.08279022531351074,1.841958723962307,3.527358057908714e-06,0.0003,0.007351965
687,629,433152,19.166,172.69,423,0.2,0.46961909532546997,0.0421875,0.6268668472766876,4220,-0.07899928402621299,1.3145305074751377,0.0021606286813039333,0.0003,0.0109812375
689,629,434176,18.567,167.87,424,0.2,0.4928448796272278,0.04150390625,0.7528101056814194,4230,-0.07547753151739016,0.980324842222035,0.003737327508861199,0.0003,0.004370178
690,629,435200,18.71,169.03,425,0.2,0.350123792886734,0.0255859375,0.4594584107398987,4240,-0.060526761878281835,1.4664759531617164,0.0011884574953000993,0.0003,0.00822464
692,629,436224,18.159000000000002,164.6,426,0.2,0.25948408246040344,0.02919921875,0.8319730162620544,4250,-0.06209936531959102,0.9418045429512858,0.0012174047820735722,0.0003,0.0047898786
694,629,437248,17.357000000000003,158.02,427,0.2,0.4045160114765167,0.0208984375,0.8292453736066818,4260,-0.05892830672673881,0.9975440056994558,0.0011402308708056807,0.0003,0.0011460795
695,629,438272,17.643000000000004,160.34,428,0.2,0.17357629537582397,0.03193359375,0.67092564702034,4270,-0.06096104108728469,0.7807827848941088,-0.00011617267737165093,0.0003,0.0050693247
697,629,439296,17.923000000000005,162.6,429,0.2,0.384913831949234,0.01455078125,0.7591149508953094,4280,-0.06336611590813845,1.0482422053813933,0.000505506549961865,0.0003,0.0011503226
699,629,440320,17.894000000000002,162.31,430,0.2,0.4985513985157013,0.02421875,0.7364569902420044,4290,-0.07125273187411948,1.0376805014908315,0.003179297799943015,0.0003,0.009987899
700,629,441344,17.981000000000005,163.0,431,0.2,0.7335113286972046,0.022265625,0.6611694395542145,4300,-0.06181933239568025,1.7125848662108183,0.002196029492188245,0.0003,0.00247026
702,629,442368,18.247000000000003,165.12,432,0.2,0.28131043910980225,0.03505859375,0.6117446422576904,4310,-0.0762112301774323,1.0513650676235557,0.0019417810253798962,0.0003,0.0027907896
703,629,443392,18.068000000000005,163.69,433,0.2,0.4910984933376312,0.0263671875,0.7144273519515991,4320,-0.06964337597601115,1.570839123055339,-0.00018190990085713564,0.0003,0.0047035674
705,629,444416,18.058000000000003,163.68,434,0.2,0.5441826581954956,0.0337890625,0.7316486835479736,4330,-0.06995487344684079,1.2456391625106336,0.0022954774496611206,0.0003,0.0035780813
707,629,445440,18.206000000000003,164.8,435,0.2,1.059744119644165,0.023828125,0.49547499418258667,4340,-0.06387610584497452,1.4054602682590485,0.0009120845003053546,0.0003,0.002475524
708,629,446464,17.871000000000006,162.08,436,0.2,1.5110820531845093,0.05556640625,0.5822179019451141,4350,-0.0831455601612106,2.2662146095186473,-0.007374870008789003,0.0003,0.022470634
710,629,447488,17.923000000000005,162.51,437,0.2,0.9520328044891357,0.0421875,0.4330574870109558,4360,-0.07253791317343712,2.502916105091572,-0.0021440572279971095,0.0003,0.023286719
711,629,448512,17.750000000000007,161.14,438,0.2,0.40595901012420654,0.0322265625,0.7279753088951111,4370,-0.06695264087757095,1.1805981613695622,0.002401046350132674,0.0003,0.022974994
713,630,449536,17.158000000000005,156.3,439,0.2,0.5153533220291138,0.0255859375,0.5993340909481049,4380,-0.06526773405494168,1.2886700358241796,-0.001964633382158354,0.0003,0.0069816723
715,630,450560,16.999000000000006,154.98,440,0.2,0.2604908347129822,0.0322265625,0.7510672360658646,4390,-0.055723384546581656,1.1548300145193935,0.0034944621962495147,0.0003,0.006745361
716,630,451584,17.286,157.31,441,0.2,0.2926127314567566,0.027734375,0.7661466747522354,4400,-0.05850722921313718,1.2544041592627764,0.0015835509460885079,0.0003,0.0020704456
718,630,452608,17.151000000000003,156.23,442,0.2,0.4321483075618744,0.08564453125,0.7162830829620361,4410,-0.09693261217325926,1.4680698983371259,-0.003401430690428242,0.0003,0.04134798
720,629,453632,18.008000000000003,163.18,443,0.2,0.6058694124221802,0.03486328125,0.6846370995044708,4420,-0.07455161509569734,1.4066361965611578,0.002098474226659164,0.0003,0.0038340534
723,628,454656,17.862000000000002,161.99,444,0.2,0.5843454599380493,0.03662109375,0.4920220375061035,4430,-0.07649582201847807,1.2415549078956247,0.00247467557201162,0.0003,0.004594276
724,628,455680,17.358,158.03,445,0.2,0.7199777364730835,0.0291015625,0.3659271001815796,4440,-0.06709759399527684,2.136563839390874,-0.00272118179127574,0.0003,0.0026006212
726,628,456704,17.114000000000004,156.04,446,0.2,0.7166189551353455,0.02958984375,0.6411829590797424,4450,-0.07216243722941726,1.8201618377119302,0.004897976299980655,0.0003,0.0011235747
728,628,457728,16.213,148.83,447,0.2,0.7888669967651367,0.023828125,0.6994524002075195,4460,-0.07458029271801933,1.4801271557807922,0.0016902521369047464,0.0003,0.0018856014
729,628,458752,17.189,156.7,448,0.2,0.2882748544216156,0.023828125,0.6669886708259583,4470,-0.0687924329075031,0.9584759254008531,0.0017467066034441813,0.0003,0.0036845347
731,628,459776,17.496000000000002,159.14,449,0.2,0.3471633791923523,0.02568359375,0.7428579032421112,4480,-0.07573693915037438,0.9892982972785831,0.0012223370926221834,0.0003,0.0019829185
732,628,460800,16.835,153.79,450,0.2,0.829170823097229,0.03271484375,0.45634567737579346,4490,-0.06848605283303186,2.0249153539538383,-0.0010400700382888317,0.0003,0.004008974
734,628,461824,17.148000000000003,156.47,451,0.2,1.1094565391540527,0.032421875,0.5098575055599213,4500,-0.06987734381109476,1.714858788996935,-0.00020659500150941313,0.0003,0.0043077134
736,628,462848,16.506,151.22,452,0.2,0.22577369213104248,0.03125,0.791767880320549,4510,-0.07638921132311224,0.8156708590686321,0.002035377602442168,0.0003,0.005402151
737,628,463872,16.416999999999998,150.42,453,0.2,0.6693471670150757,0.03154296875,0.43741971254348755,4520,-0.07556261811405421,1.2607785897329449,0.0019119653108646162,0.0003,0.0046021007
739,628,464896,16.031000000000002,147.28,454,0.2,0.8440142869949341,0.03212890625,0.7818462401628494,4530,-0.06389464093372225,1.1589866247028113,-0.0011623122438322753,0.0003,0.0065133027
741,628,465920,16.148,148.18,455,0.2,0.6139046549797058,0.03056640625,0.8356232047080994,4540,-0.061791904852725565,0.8912527058273554,0.00046253332402557135,0.0003,0.002900485
742,628,466944,15.910000000000004,146.25,456,0.2,0.2312213033437729,0.02802734375,0.6816616952419281,4550,-0.06401319208089262,1.041874891705811,0.0005163871945114806,0.0003,0.0042171227
744,628,467968,15.995,146.92,457,0.2,0.37745076417922974,0.04208984375,0.7099983990192413,4560,-0.05884086738806218,1.0240916024893523,0.0015521515975706278,0.0003,0.010820674
746,628,468992,16.361,149.86,458,0.2,0.8489216566085815,0.01904296875,0.7531127333641052,4570,-0.05841678964206949,1.1538298316299915,0.00028163663228042424,0.0003,0.0013995131
747,628,470016,16.519000000000002,151.17,459,0.2,0.9678152203559875,0.018359375,0.5234830379486084,4580,-0.05567317678360269,1.8091860439628362,0.0008636402722913772,0.0003,0.0009582078
749,628,471040,16.356000000000005,149.81,460,0.2,0.5590198636054993,0.0298828125,0.7241823375225067,4590,-0.060102416784502566,1.2143516642972827,-0.0007617003138875589,0.0003,0.0024641466
751,628,472064,17.882,162.19,461,0.2,0.4666878879070282,0.02255859375,0.3159727454185486,4600,-0.058861628221347925,1.3077146196737885,0.0003211940755136311,0.0003,0.0011272845
752,628,473088,17.937,162.65,462,0.2,0.46896612644195557,0.02412109375,0.5763514339923859,4610,-0.0577558379736729,1.6903662670403719,0.0006577920459676534,0.0003,0.0035288963
754,628,474112,18.067,163.68,463,0.2,0.681201159954071,0.03115234375,0.6903271675109863,4620,-0.05493618932669051,1.2527257077395917,0.0004537325701676309,0.0003,0.005213538
755,628,475136,17.25,157.13,464,0.2,0.7617241740226746,0.03359375,0.6538056135177612,4630,-0.055182493256870656,2.1835070747882126,0.00143340399954468,0.0003,0.009426389
757,628,476160,16.982000000000003,154.99,465,0.2,0.76199871301651,0.02802734375,0.719527006149292,4640,-0.057130304572638124,1.4416499234735967,0.0004698644101154059,0.0003,0.0029330256
759,628,477184,17.557000000000006,159.66,466,0.2,0.16938327252864838,0.0404296875,0.8350884020328522,4650,-0.06579421050846576,0.8497577527537942,-0.0027892514364793895,0.0003,0.011515368
760,628,478208,17.524,159.33,467,0.2,1.1428226232528687,0.02900390625,0.5611232817173004,4660,-0.055853338754968715,1.5523778807371855,0.002739733527414501,0.0003,0.00096129405
762,628,479232,17.751000000000005,161.15,468,0.2,0.7252402305603027,0.02705078125,0.43737488985061646,4670,-0.053454314824193716,1.811496064811945,0.0002356864948524162,0.0003,0.0013588099
764,628,480256,18.718000000000007,169.02,469,0.2,0.47756585478782654,0.0205078125,0.6911223530769348,4680,-0.05618873712373897,1.0974020509049296,-0.0007600136159453541,0.0003,0.0013686664
765,628,481280,19.721000000000007,177.16,470,0.2,0.5360164046287537,0.03310546875,0.6596617996692657,4690,-0.04995048613054678,1.2577746611088514,0.002696378930704668,0.0003,0.01581984
767,628,482304,19.513000000000005,175.53,471,0.2,0.6194987297058105,0.02080078125,0.7128787040710449,4700,-0.05355186103843153,1.333687823265791,0.0017465739219915122,0.0003,0.002960808
768,628,483328,19.813000000000006,177.99,472,0.2,0.5287783145904541,0.027734375,0.7460302114486694,4710,-0.053738918097224087,1.050907658971846,-0.0006114670482929796,0.0003,0.005296509
770,628,484352,19.809000000000005,177.95,473,0.2,0.5312642455101013,0.04365234375,0.6664948761463165,4720,-0.06675714756711386,1.7391543313860893,-0.0015970699372701348,0.0003,0.008892528
772,628,485376,19.768000000000004,177.63,474,0.2,0.520286500453949,0.03115234375,0.7570473551750183,4730,-0.053975579130928965,1.3753077771514655,-0.0005491569638252259,0.0003,0.011747808
773,628,486400,21.062,188.14,475,0.2,0.28281891345977783,0.01962890625,0.3531164526939392,4740,-0.057551306183449925,1.3153136247768997,7.733058300800622e-05,0.0003,0.0011677092
775,628,487424,20.844000000000005,186.32,476,0.2,0.4330468475818634,0.02607421875,0.4205138683319092,4750,-0.0451244788186159,1.2814095491543411,0.0015864734014030546,0.0003,0.002889081
776,628,488448,20.818000000000005,186.15,477,0.2,0.9117216467857361,0.02607421875,0.41219931840896606,4760,-0.05618352346937172,2.2704271912574767,-0.00019827367505058645,0.0003,0.0028387764
778,628,489472,20.695000000000004,185.19,478,0.2,0.7719403505325317,0.0470703125,0.6454625725746155,4770,-0.06738664652802981,1.7313089799135923,0.0010010280122514815,0.0003,0.0058629685
780,628,490496,20.310000000000006,182.06,479,0.2,0.859839677810669,0.04228515625,0.16476976871490479,4780,-0.06487726119812579,2.4786663092672825,0.00016368376673199237,0.0003,0.006229804
781,628,491520,19.993000000000002,179.52,480,0.2,0.3088456988334656,0.03330078125,0.6503227055072784,4790,-0.061581461178138855,1.3093086332082748,0.00019916867022402586,0.0003,0.0021442622
783,628,492544,20.030000000000005,179.8,481,0.2,0.38157111406326294,0.02421875,0.8281956315040588,4800,-0.05614710063673556,0.939156074076891,-0.0008237583475420252,0.0003,0.0050532436
784,628,493568,20.911000000000005,186.9,482,0.2,0.3241857886314392,0.030078125,0.7719184458255768,4810,-0.06119817189173773,0.8033626219257712,-0.001326601003529504,0.0003,0.0029815477
786,628,494592,21.182000000000002,189.07,483,0.2,0.42352887988090515,0.0212890625,0.6320143938064575,4820,-0.059068115620175374,1.8721539486199616,0.001522137998836115,0.0003,0.0013763588
788,628,495616,21.810000000000006,194.18,484,0.2,0.33249184489250183,0.0173828125,0.7220081090927124,4830,-0.04936919732717797,1.1069971106946468,-0.0007409162499243394,0.0003,0.0024527786
789,628,496640,21.673000000000002,193.08,485,0.2,0.7312222123146057,0.02666015625,0.7142522037029266,4840,-0.06075837640091777,1.04902986548841,0.0006208878941833973,0.0003,0.0016381574
791,628,497664,21.644000000000002,192.88,486,0.2,0.5893173217773438,0.04228515625,0.5839732885360718,4850,-0.06261402145028114,1.602826341614127,-0.0021644317370373757,0.0003,0.020635132
793,628,498688,21.965999999999998,195.47,487,0.2,0.4562572240829468,0.02890625,0.669826328754425,4860,-0.05458647490013391,1.7336399890482426,0.0010822508775163442,0.0003,0.0044995574
794,628,499712,21.617000000000008,192.7,488,0.2,0.39742720127105713,0.02783203125,0.7955280393362045,4870,-0.05753512205556035,1.139074893668294,0.0024322612036485223,0.0003,0.005132937
796,628,500736,21.601000000000003,192.54,489,0.2,0.5133183002471924,0.02841796875,0.6744264662265778,4880,-0.057736745988950136,1.7488590247929097,0.0008767222694586963,0.0003,0.0041665
797,628,501760,22.099000000000004,196.53,490,0.2,0.6601208448410034,0.02021484375,0.6183216571807861,4890,-0.06085701318224892,1.5016652833670379,2.4339609080925583e-05,0.0003,0.001713445
799,628,502784,22.675000000000004,201.21,491,0.2,0.8417655229568481,0.0275390625,0.6236645579338074,4900,-0.05621648480882868,1.7194039437919855,0.0017533527337945999,0.0003,0.0050851796
801,628,503808,22.730000000000004,201.67,492,0.2,1.1857953071594238,0.030859375,0.4556965231895447,4910,-0.057517183315940204,2.231503673642874,0.0021810263686347755,0.0003,0.0031130873
802,628,504832,23.123,204.88,493,0.2,0.6697039604187012,0.0369140625,0.7475688755512238,4920,-0.0537341330666095,0.8580737451091409,-0.0006265918869758025,0.0003,0.004208541
804,628,505856,21.037000000000003,187.98,494,0.2,1.1343145370483398,0.03583984375,0.5743460059165955,4930,-0.052666778123239055,2.29584560059011,-0.0015295522927772254,0.0003,0.005298028
805,628,506880,20.898000000000003,186.86,495,0.2,0.7054657340049744,0.03134765625,0.7834422141313553,4940,-0.05749394086305983,1.3674288224428892,0.0014093440520809963,0.0003,0.0068600737
807,628,507904,21.475000000000005,191.46,496,0.2,0.5150796175003052,0.03603515625,0.7239733040332794,4950,-0.06341726433020085,1.246233993023634,0.0014768547262065113,0.0003,0.0030923835
809,629,508928,20.73,185.45,497,0.2,0.36628803610801697,0.0345703125,0.6476874351501465,4960,-0.058203514525666834,1.2668962143361568,0.001263343676691875,0.0003,0.0014864162
810,629,509952,20.680000000000003,185.04,498,0.2,0.329945832490921,0.03076171875,0.6725946366786957,4970,-0.06514340448193252,1.5479326467961072,-0.00020332217100076376,0.0003,0.006567154
812,629,510976,21.089000000000002,188.32,499,0.2,1.0631024837493896,0.0287109375,0.599698394536972,4980,-0.06662968328455462,2.098812037333846,7.087286503519863e-05,0.0003,0.0037611374
813,629,512000,20.678,185.02,500,0.2,1.3423936367034912,0.0216796875,0.495137095451355,4990,-0.0626724265399389,2.665155708044767,0.002193712766165845,0.0003,0.0034616096
815,629,513024,19.820000000000004,178.06,501,0.2,0.18380647897720337,0.02734375,0.5313306450843811,5000,-0.06338361433008685,1.3995710030198096,0.002048007311532274,0.0003,0.0070037665
817,629,514048,19.523000000000003,175.63,502,0.2,0.4855947494506836,0.0353515625,0.6865410208702087,5010,-0.05524748950265348,0.9996005110442638,0.002069511874287855,0.0003,0.0075550997
818,629,515072,19.753000000000007,177.48,503,0.2,0.536483645439148,0.03828125,0.5684163272380829,5020,-0.06778827609959989,1.691185599192977,0.0010698940604925156,0.0003,0.00534709
820,629,516096,19.289,173.74,504,0.2,1.0678807497024536,0.02890625,0.5358392894268036,5030,-0.05676089372427669,2.0024819932878017,0.0008467052772175521,0.0003,0.002056174
821,629,517120,18.414,166.61,505,0.2,1.3759030103683472,0.07197265625,0.3922470211982727,5040,-0.08532286698464304,2.0871838450431826,0.00022504229564219714,0.0003,0.037806515
823,629,518144,17.631000000000004,160.31,506,0.2,0.27831554412841797,0.0390625,0.6115259528160095,5050,-0.07431323581840843,1.3689865183085204,0.006147254424286075,0.0003,0.0024138582
825,629,519168,17.096,155.95,507,0.2,0.5341847538948059,0.02802734375,0.3520967364311218,5060,-0.058209032972808925,2.0327900972217323,0.002361680706962943,0.0003,0.007880798
826,629,520192,18.300000000000004,165.65,508,0.2,0.713791012763977,0.0310546875,0.40781086683273315,5070,-0.06018230805639178,1.481741476431489,0.00374383048620075,0.0003,0.005594326
828,629,521216,18.071,163.72,509,0.2,0.8000940084457397,0.02861328125,0.42666375637054443,5080,-0.06209500250406563,1.8610417500138283,-0.00018537453142926098,0.0003,0.0030852938
829,629,522240,17.921000000000003,162.58,510,0.2,0.7723543643951416,0.0294921875,0.48931658267974854,5090,-0.06424633458955213,1.8091792125254869,0.0026642081153113394,0.0003,0.007039561
831,629,523264,18.324000000000005,165.89,511,0.2,0.28943100571632385,0.027734375,0.8300606161355972,5100,-0.06253501292085276,0.8101789584383369,-0.0001737469545332715,0.0003,0.008778689
833,629,524288,18.261000000000003,165.35,512,0.2,0.28565141558647156,0.033203125,0.848621279001236,5110,-0.06867571664042771,0.6288923541083932,0.00014604720927309246,0.0003,0.0076307887
834,629,525312,18.534000000000002,167.54,513,0.2,0.7726578116416931,0.0298828125,0.5511441230773926,5120,-0.06451573946978897,1.8465958267450333,-0.0009848090616287664,0.0003,0.0026842842
